stage,eye,glial,mesenchyme,mural.cell,neural,periderm
 24-34,0,0,0,0,0,1.46
 36-46,0,0,0,0,1.68,0
 48-58,0,0,0,0,1.12,0
 60-70,3.14,0,1.19,0,0,0
 72-82,0,0,0,0,1.35,0
 84-94,0,0.91,0,0,1.18,0
108-118,0,0,0,0.83,0,0
