stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,584.52,10878.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.11,0,0,0,0,0,0,0,0,0,0,0
  5-6,1337.11,15543.33,0,113.21,0,0,0,0,0,0,0,0,0,97.49,0,0,0,0,0,0,0,0,0,0,0,1027.22,72.92,0,0,281.78,435.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,330.65,511.64,0,726.69,0,0,0,1079.08,0,0,0,0,0,341.49,0,0,0,0,0,0,0,0,0,0,0,13000.18,489.94,0,0,6716.94,45.06,110.97,0,9.82,0,0,0,0,0,0,0,0
 10-12,0,412.88,0,729.12,0,101.82,0,745.04,0,0,0,0,0,77.47,0,0,0,0,0,3.73,0,0,0,0,3.87,10107.3,392.53,0,0,4495.44,26.98,24.06,15.87,515.31,0,6.48,27.26,0,0,0,0,0
 14-21,0,0,0,35.6,265.35,120.93,0,129.34,0,0,0,16.08,8.39,0,3.61,0,12.12,0.87,0.84,0,0.85,124.23,1.1,0,145.72,1889.46,23.6,11.81,14.55,67.47,13.33,4.12,257.02,12.83,13.08,194.42,455.97,0,0,12.34,0,0.84
 24-34,0,0,1.92,4.65,107.76,33.05,0,370.84,0,5.13,3.9,78.24,2.61,0,7.58,2.43,11.81,2.05,8.85,8.77,3.77,276.74,3.28,1.7,115.88,4740.34,9.36,84.59,18.13,0,77.63,0,0.97,2.27,4.96,43.48,953.18,0,0,178.15,0,2.85
 36-46,0,0,1.83,0,58.74,6.87,0,789.76,0,2.71,5.04,157.85,3.52,0,7.42,6.7,1.88,0.65,6.38,12.24,0,224.02,1.5,5.18,72.14,4601.36,3.64,52.06,9.56,0,167.04,0,3.64,3.47,3,0,1213.19,0,0,95.96,0,1.31
 48-58,0.77,0,0,0,32.98,8.96,0,872.46,0.42,3.49,10.5,209.45,0.42,2.63,4.71,2.31,5.01,1.22,1.81,0.48,2.09,145.38,1.69,5.89,37.05,2006.44,7.02,40.65,0.91,0,78.69,0,0,1.34,1.86,0,543.65,0,0.4,30.69,0,2.69
 60-70,0,0,1.15,0,28.81,5.95,0,1035.79,1.34,3.65,6.04,187.19,1.82,0,6.42,8.62,1.94,0,3.09,8.95,0.71,139.11,3.47,3.51,27.37,969.38,0.62,13.11,5.88,0,60.11,0,0,0,6.53,0,191.45,0,0,25.55,0.59,0
 72-82,0,0,0.58,0,18.81,21.27,0,525.35,0,2.6,4.29,101.47,2.5,0.52,2.57,9.93,8.15,0,7.03,0,0,116.3,2.39,1.04,26.75,504.88,0,21.09,5.45,0,11.56,0,0,1,3.15,0,64.79,3.41,0.56,34.88,2.48,5.3
 84-94,0,0,1.53,0,39.12,34.92,0,475.48,0,2.34,9.14,136.46,4.3,0,5.06,13.73,8.66,2.35,5.05,0,2.85,125.08,0.57,0.81,30.68,385.2,2.56,22.02,6.68,0,61.17,0,0,3.99,0,0,50.46,7.49,4.56,43.94,0,3.39
 96-106,0,0,2,0,16.47,35.12,0,353.72,0,0.61,10.38,96,10.33,0,2.23,22.38,19.78,0,7.36,0,0,87.92,0,4.15,12.67,297.09,0,35.05,6.79,0,55.07,0,0,0,0,0,22.19,6.36,2.43,61.81,2.27,1.41
108-118,0,0,0,0,30.57,34.1,8.53,335.4,0.56,4.66,7.94,108.51,10.08,0,1.8,17.55,16.85,3.52,2.17,0,0,107.2,1.48,4.54,18.27,406.59,0,41.71,4.58,0,45.48,0,0,0.96,0.43,0,7.03,4.25,0,31.9,2.31,14.16
120,0,0,0,0,46.86,32.15,0,312.1,0,1.21,13.9,102.12,14.33,0,0,38.02,10.47,0,4.65,0,0,83.1,0,2.03,6.28,498.19,0,29.45,4.35,0,38.96,0,0,1.12,1.52,0,30.78,1.84,0,67.53,0,0
