stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,85.06,975.75,1041.59,0,632.07,0,0,0,20.29,44.41,1.97,148.34,0,0,0,0.93,9.04,0,4356.41,0,0,2095.72,2031.64,280.82,0,17.56,10.55,0,20.14,0,57.74,12.13,10.95,64.02,923.39,0,0,515.99,0,0
 24-34,8.91,0.65,122.5,508.67,172.06,0,1682.78,0,1.77,6.84,45.75,12.44,1.11,526.39,0,0.59,7.15,3.47,13.56,0,4746.47,1.79,28.57,1135.59,1764.99,186.32,1.18,6.01,1,35.77,12.24,0,4.57,34,40.96,7.48,1032.32,0,0,1828.52,0,0
 36-46,0,0,11.07,124.3,30.12,0,841.51,0,0,7.93,31.38,15.65,0,495.81,0,0,0,0,10.49,0,2144.25,0.56,196.7,422.39,663.07,109.95,7.84,3.76,0,30.82,4.43,0.65,0.86,2.2,52.75,1.38,378.11,0,25.82,887.15,0,0
 48-58,0,0,2.97,16.72,7.49,0,439.75,0,0.49,2.38,41.09,1.12,0,369.9,0.86,0.4,5.03,0,0,0.99,1359.67,1.71,251.19,233.17,320.41,40.11,0,2.08,0,46.44,1.44,0,0,0,20.19,0,240.92,0,18.53,734.57,2.18,0.91
 60-70,0,0,0,11.33,10.02,0,212,1.99,0,5.88,29.83,0.63,0,305.2,0,0,0,0,1.2,0,936.95,0,292.12,93.68,156.61,17.2,0,0.94,0,73.89,0,0,0,0,7.1,0,108.94,0,49.14,529.09,15.41,2.91
 72-82,0,0,0,21.43,0.52,0,110.16,0.76,0,4.42,36.4,2.38,0,379.33,4.01,0.53,0,0.69,0,0,1012.41,0,456.76,106.43,84.64,4.82,0.55,2.01,0,114.31,0,0,0,0,4.73,0,100.08,0,59.03,963.78,103.05,2.33
 84-94,0,0,0,14.58,3.87,0,191.04,6.59,2.05,7.98,44.44,1.26,3.67,558.56,0.98,3.85,0,0,0,0,767.09,0,387.09,50.66,79.53,12.09,0.95,5.3,0,104.04,0,0,0,0,5.92,0,86.49,1.14,49.34,935.32,80.83,0
 96-106,0,0,0,8.65,22.29,0,146.62,2.78,0,10.61,20.64,4.06,0,818.35,2.98,2.44,0,1.64,0,0,842.79,0,346.65,89.16,179.65,9.24,0,3,0,152.49,5.5,0,0,4.74,2.82,0,165.45,0,64.34,1045.84,70.89,0
108-118,0,0,0,10.62,2.58,3.15,86.87,3.54,5.67,5.22,29.47,1.35,0,493.78,6.14,0,0,0.96,0,0,945.52,0,367.28,53.54,58.56,7.13,0,3.36,0,112.62,13.64,0,0,3.56,1.9,0,94.9,0,46.68,862.97,74.49,0
120,0,0,0,31.67,0,0,41.3,0,2.22,3.89,10.08,1.84,0,615.19,2.16,0,0,0,0,0,784.68,0,490.24,65.55,207.58,9.05,0,5.81,0,141.74,11.32,0,0,0,0,0,122.96,0,67.33,1148.96,59.45,0
