stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,47.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.2,192.37,0,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,0,0,0,0,0,92.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,17.07,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.53,0,0,0,29.49,0,0,0,4.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,11.11,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,81.66,0,0,1.53,2.16,0,0,0,0,0,2.5,6.54,0,0,2.86,0,0
 24-34,0,0,0,0,1.49,0,0,14.41,0,0,0,0,0,0,0,0,0,0.83,0,0,0,24.57,0,0,4.88,895.61,0.83,0,1.22,0,0,0.62,0,0,0,2.19,28.85,0,0,0,0,0
 36-46,0,0,0,0,3.29,4.4,0,36.96,6.26,2.8,0,3.02,0,0,0,2.53,0,0,0,0,0,222.61,0.63,0,14.09,5438.34,0,0,1.89,0,2.85,2.8,1.78,0,0.59,0,211.12,0,0,3.54,0,0
 48-58,0.73,0,0,0,38.86,2.03,0,209.85,0.83,0,2.5,40.96,0,0,0,0,0,2.34,2.09,0,0.8,664.54,0,4.46,33.04,9979.02,6.29,1.25,0.5,0,0,12.33,0,0,4.1,0,485.3,0,0,0.77,0,23.52
 60-70,0,0,0,0,1.64,0,0,227.4,20.05,2.02,2.37,37.38,0,0,0.93,5.79,0.56,0,0,0.87,0,847.09,2.79,10.24,40.17,10147.36,5.22,0,0,0,0,9.1,0,0,0,0,307.82,0,0,8.91,0,0
 72-82,0,0,2.07,0,18.68,8.52,0,508.66,6.24,1.37,20.72,54.82,2.01,0,0,8.89,0.53,14.74,0.79,0,0,1194.09,0,15.1,37.77,6124.91,0.51,4.08,6.63,0,0,14.34,0,0,0,0,210.68,0,3.84,7.94,4.41,17.37
 84-94,0,0,0.81,0,27.32,14.32,0,509.12,7.86,5.01,6.63,64.07,0,1.42,3.2,2.78,0,2.27,7.87,2.29,0,973.97,0,7.61,29.94,3755.94,0,3.53,1.21,0,4.73,23.36,0,0,4,0,181.89,3.74,9.64,1.23,2.23,6.4
 96-106,0,0,0,0,49.85,19.36,0.63,250.28,19.55,2.26,4.67,96.59,0,0,0,10.23,0,0,3.73,0.59,0.63,780.93,1.8,20.1,20.56,2530.03,0,1.74,1.17,0,7.17,14.05,0,2.88,5.77,0,44.5,1.44,1.3,3.66,7.2,3.32
108-118,0,0,0.72,0,50.99,3.47,0,177.03,19.95,5.38,9.03,38.26,1.21,0,0,1.31,1.12,1.02,0,7.94,0,1029.15,0,10.12,18.66,4132.01,1.07,0,0,0,5,6.37,0,0,0.5,0,42.33,0.77,0,0,0,0
120,0,0,0,0,27.01,11.66,0,396.96,3.32,4.58,6.84,79.66,22.41,0,0,0,2.26,0,1.88,7.68,0,790.97,0,28.9,11.65,4875.38,0,0,0,0,0,21.11,0,0,0,0,41.19,0,0,3.92,29.41,0
