stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.67,370.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,9.41,26.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.23,0,0,5.19,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,10.48,0,0,0,14.67,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.24,0,0,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.42,0,0,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,51.96,18.38,6.24,0,0,0,1.98,1.66,0,0,3.42,0,0.87,0,0,0,21.17,0,0,10.22,255.84,0.97,0,1.93,2.65,0,0,0,11.93,0.82,0,5.71,129.49,0,0,7.87,0,0
 24-34,0,0,0.71,2.36,37.71,1.87,17.71,0,3.05,0,14.23,0,0,0,0,1.27,2.64,3.09,0,0,54.46,1.33,0,14.01,1137.05,1.57,15.88,11.94,0,0,8.15,0,0,0.94,0,0,265.5,0,0,79.12,0,3.29
 36-46,0,0,0,0,12.22,0.6,61.47,2.03,0,0,28.42,0,0,0.56,0,0,0,0,0,3.65,55.22,0,0.7,8.98,2395.11,0,19.86,7.53,0,0,1.23,0,0,0.65,0,0,361.32,0,0,22.48,0,4.54
 48-58,0,0,0,0,13.57,0,274.62,0,0,1.21,64.49,0,0,1.65,1.42,2.29,0,3.24,0,4.41,61.38,0.39,1.14,7.52,3181.52,6.57,6.01,3.71,0,0,0.49,0,0,0,0,0,380.27,0,0,16.37,0,6
 60-70,0,0,0,0,19.4,0,535.6,0,0,1.89,61.84,0,0,0,15.01,1.02,6.5,2.38,0,0,54.27,0,0,11.97,3702.11,6.22,3.59,11.63,0,0,1.81,0,0,0,0,0,328.31,0,0,19.54,0.89,6.86
 72-82,0,0,0,0,17.2,8.23,855.14,0,0.7,8.75,70.77,0.71,0,0.89,0,0,2.75,3.28,0,0,85.85,0,4.07,2.72,4429.42,0,1.92,15.79,0,4.83,6.66,1.65,0,0,0,0,345.23,0,2.49,23.96,2.86,36.24
 84-94,0,0,1.42,0,23.45,0,556.75,0,4.27,0,54.32,2.12,0,1.1,3.29,1.68,4.42,2.87,0.83,0,67.5,9.3,7.21,7.4,2533.02,3.42,2.13,34.34,0,0,3.85,0,0,0.74,0,0,216.24,0.9,2.89,14.61,5.14,0
 96-106,0,0,0,0,14.81,13.61,474.95,0,1.35,2.06,51.29,0,0,2.06,0,1.22,2.32,13.8,0.61,0,106.9,0,2.9,2.66,2250.56,0,9.2,44.92,0,1.51,25.66,0,0,0.73,4.11,0,106.88,0,3.99,31.15,4.03,4.64
108-118,0,0,0,0,25.08,3.81,402.74,0,0.43,0.66,52.72,0,0,0,3.37,1.53,0,5.08,0,0,51.5,0,2.95,6.03,3504.03,0.43,7.54,31.21,0,0,3.24,0,0,0.54,0,0,94.2,1.13,0,21.07,1.19,0
120,0,0,0,0,12.55,9.6,396.04,0,0,0,73.65,3.93,0,2.27,4.77,1.65,2.63,3.55,1.05,0,73.46,0,2.18,5.1,3427.63,0,2,36.64,0,0,0,0,0,0,0,0,100.49,0,10.18,14.12,2.01,0
