stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,81.77,485.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,45.69,411.96,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.73,0,0,0,0,0,65.6,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,27.72,0,0,53.98,0,0,0,0,0,17.76,0,0,0,0,0,0,0,0,0,0,0,329.93,13.31,0,0,100.1,0,5.78,7.76,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.83,0,15.22,0,0,21.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.44,3.08,0,0,79.53,0,0,0,0,4.13,0,5.73,0,0,0,0,0,0
 14-21,0,0,0,1.65,5.25,2.04,5.26,0,0,0,0,0,0,0,0,0,0,0,1.59,0,5.52,0,0,6.9,73.76,0,0,0.94,2.21,0,1.31,0,8.6,0.85,0,11.56,17.99,0,0,0,0,0
 24-34,0,0,0,0,2.67,0.87,19.58,0,0,0,1.72,0,0,2.53,0,1.24,0,1.32,0,1.37,35.59,0,0.81,12.12,428.01,0,8.15,1.11,0,0,0.73,0,0,7.21,0,4.27,86.9,0,0,22.78,0,1.56
 36-46,0,0,0.98,0,9.44,0,118.72,0,0,2.36,8.55,0,0,1.2,0.67,0,0.57,1.94,0,8.51,51.38,0,1.06,9.77,830.98,0,13.12,1.63,0,0,0,0,0,5.18,0,0,188.86,0,0,18.64,0.78,6.88
 48-58,0.39,0,0.42,0,0.61,0,189.18,0,0,0.42,27.38,0,0,1.5,0,4.95,0.39,1.39,1.37,0,61.74,0,2.03,8.37,877.83,0,2.29,0.6,0,1.04,7.75,0,0,1.12,0,0,122.44,0,0,8.65,0,8.97
 60-70,0,0,0,0,4.47,9.83,824.96,0,0,1.96,22.88,0.68,0,0,0,0,0,0,2.6,0,73.46,0.84,8.83,7.95,1195.31,6.77,13.82,0,0,0,3.31,0,0,0,3.07,0,160.14,0,0,13.77,0,4.09
 72-82,0,0,0.53,0,1.28,1.05,445.25,0.74,0,6.9,11.68,0,0,0.56,1.86,0,1.42,0,6.49,1.89,50.75,0,2.54,10.38,655.87,0,2.89,3.49,0,0,1.72,0,0,0.66,0,0,50.03,0,1.79,14.26,0,1.68
 84-94,0,0,0,0,1.28,10.47,346.26,0.56,0,0.93,12.62,0,0,1.57,4.86,1.16,1.96,0,0.59,8.27,83.87,0,2.04,1.75,418.65,0,5.89,1.36,0,0,8.06,0,0,3.45,0,0,21.76,0,8.82,20,2.31,0.64
 96-106,0,0,2.79,0,4.38,6.14,297.11,0,0.84,5.12,9.24,2.7,0,0,6.78,0,0.85,0.84,0.95,1.3,29.52,0,0,7.73,314.32,0,6.36,0.57,0,6.04,4.89,0,0,1.2,0,0,53.28,0,0,13.11,0.8,0
108-118,0,0,0,0,13.79,0,308.27,1.95,0,5.85,9.82,2.85,0,0,7.57,0.42,4.65,0,2.62,10.36,50.03,0,0.69,1.58,353.95,0,0.44,0.52,0,5.54,0,0,0,2.54,0.47,0,2.48,3.19,1.3,15.04,2.34,0
120,1.19,0,0,0,13.83,1.98,277.82,0,0,1.44,12.9,10.93,0,2.63,16.87,0,0,0,0,0,28.78,0,0,5.29,604.13,0,9.36,1.86,0,0,0,0,0,8.71,0,0,4.03,1.99,0,42.77,0,0
