stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,806.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,75.1,946.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.75,0,0,0,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.3,0,0,16.21,0,0,48.41,0,0,0,0,0,33.72,0,0,0,0,0,0,0,0,0,0,0,451.93,11.59,0,0,158.09,0,0,9.39,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.87,0,34.98,0,0,37.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.11,14.56,0,0,100.87,0,0,5.47,4.36,11.51,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,10.67,9.46,0.82,0,0,0,0.81,0,0,0,0,0.97,0,0,1.36,0,5.26,0,0,8.69,70.14,0,1.23,1.2,0.9,0,1.33,0,6.77,1.76,0,8.26,32.7,0,0,1.82,0,0
 24-34,0,0,1.26,0.62,5.25,11.22,28.98,0,2.92,0,3.31,0.71,0,0.6,0,1.95,0,0,0,0,45.81,0,0,11.12,325.55,0.71,10.96,5.09,0,0,3.32,0,0,0,0,2.81,47.09,0,0,2.92,0,0
 36-46,0,0,0,0,2.11,7.77,81.58,0,0,2.05,7.53,0,0,0,0,0,0,0,1.07,0,41.89,0,0,3.49,284.14,0.58,8.61,0,0,0,1.96,0.68,0,4.24,0.58,0,72.79,0,0,0,0,0
 48-58,0,0,0,0,7.4,10.03,120.57,0,0,0.41,15.25,4.83,0,0.88,6.82,11.49,0,0.7,0,0,59.7,0.82,2.51,7.64,189.84,0.65,2.37,2.07,0,0,6.8,0,0,2,0.73,0,36.51,0,0,6.14,0,5.7
 60-70,0,0,0,0,8.23,21.44,152.05,0,2.24,2.4,20.98,3.62,4,2.1,0,3.07,1.16,1.96,0,0,62.52,0,4.27,5.57,201.27,0,4.84,3.54,0,0,15.49,0,0,2.8,0,0,45.62,0,4.38,12.25,0,7.94
 72-82,0,0,0,0.75,16.4,150.68,108.79,0,0.81,16.74,19.83,0.7,0,2.44,1.97,8.53,6.84,4.26,0.72,0,95.72,0,15.04,9.73,196.54,0,8.46,5.24,0,2.24,4.89,0,0,3.67,0,0,29.86,0,5.81,9.38,4.88,3.06
 84-94,0,0,0,0,8.53,223.4,97.27,0,1.36,1.01,23.65,1.29,5.05,0,11.91,1.54,0.97,3.96,0,0,107.29,0,17.37,9.41,146.67,2.22,1.87,3.82,0,0.6,32.54,0,0,2.09,0,0,25.29,0,4.08,10.59,2.57,8.92
 96-106,0,0,3.29,0,8.57,337.5,58.27,0.64,3.41,1.02,33.08,3.4,0,0.78,5.64,3.1,0.79,4.54,1.76,1.26,78.57,0.67,2.6,7.09,103.52,0,9.08,6.25,0,11.19,30.97,0,0,3,0,0,10.91,1.63,0,7,8.99,2.72
108-118,0,0,1.86,0,13.7,220.75,65.46,0,1.66,7.03,40.73,8.89,0,0,11.28,2.64,0.56,3.77,2.63,0,80.38,1.27,12.33,6.58,133.38,0,0.57,10.84,0,1.23,4.71,0,0,4.11,0.89,0,7.54,0,1.4,8.75,5.38,7.45
120,0,0,0,0,23.24,183.33,98.66,0,0,4.47,47.14,15.63,0,0,16.67,1.06,2.83,4.13,0,0,85.37,0,2.33,1.03,153.05,1.1,5.5,21.82,0,0,18.69,0,0,8.37,0,0,12.32,0,7.76,1.23,7.7,1.64
