stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,139.74,1914.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.28,0,0,0,0,0,0,0,0,0,0,0
  5-6,154.29,5277.3,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,0,0,0,0,0,146.39,0,0,0,41.44,0,461.84,0,0,0,0,0,0,0,0,0,0,0
  7-9,105.19,763.81,73.11,0,0,0,964.37,0,0,0,0,0,58.91,0,0,0,0,0,0,0,0,0,0,0,17717.36,299,0,0,4345.68,0,65.41,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,809.76,147.54,0,9.56,0,563.83,0,0,0,0,0,33.78,0,0,0,0,0,9.05,0,0,0,0,0,24467.04,284.08,0,0,8022.62,0,3.47,5.62,9.22,41.86,0,7.11,28.45,0,0,0,0,0
 14-21,0,0,0.95,1165.28,2.84,0,31.99,0,8.36,0,101.24,0,2.36,0,0,5.15,0,0,2.95,0,23.95,0,0,12.48,2803.77,133.15,1.8,87.62,450.09,0,10.35,0.9,446.57,8.76,4.55,83.41,2747.52,0,0,2.06,0,0
 24-34,0,0,0,142.13,0,0,4.91,0,48.12,2.35,16.79,0,0,2.58,10.17,0.66,1.94,0,0,0,7.27,0.88,0,4.04,61.6,12.83,1.57,0,0,0,2.75,0,0,1.04,0,0.62,33.76,0,0,2.74,0,0
 36-46,0,0,0,107.5,0,0,0,0,75.59,3.96,18.03,0,0,0.95,0,0,0,0,9.32,0,14.96,3.18,0,1.79,118.35,7.87,0.81,0,0,7.92,0,0,0,0,0.87,0,27.31,0,0,0,0,0
 48-58,0,0,0,137.35,0,0,25.65,0,117.78,3.05,138.03,2.14,0,0,0,0,0,0,0,0,59.9,0.5,2.28,3.21,91.12,3.92,0.5,1.22,0,0.56,0,0,0,0,0,0,95.26,0,0,0,0,0
 60-70,0,0,0,139.92,2.29,0,32.91,0,69.08,0.63,1324.09,0,0,0,0,0,5.65,1.52,0,0,323.6,0,0,0.67,126.81,8.15,0,2.78,0,1.79,2.77,0,0,0,0,0,125.72,0,0,0.58,0,0
 72-82,0,0,0,212.65,7.06,0,299.03,5.34,111.48,13.18,4285.89,0,0,0,0,5.94,0,0,0.96,4.38,894.78,9.53,6.14,7.08,348.07,1.22,3.12,8.54,0,0,7.48,0,0,0,0,0,169.93,2.98,2.01,8.74,0.52,0
 84-94,0,0,0,255.7,1.04,0,186.87,0,120.55,9.23,3636.91,3.39,0,0.78,1.27,1.88,0,0,0.83,0,874.72,7.01,9.56,3.94,204.69,0,0.83,4.5,0,0,0,0,0,0,0,0,91.47,2.03,3.02,0,0,0
 96-106,0,0,0,933.98,71.88,0,673.08,17.02,248.59,33.22,12915.71,2.74,0,12.6,6.82,21.54,2.47,2.99,16.66,0.71,1667.48,9.77,18.35,33.67,817.95,2.27,6.7,21.99,0,0,27.23,0,0,1.75,0,0,591.93,11.5,11.97,11.36,5.7,22.18
108-118,0,0,0,1699.84,34.04,2.06,297.6,1.09,467.48,38.2,18223.95,7.68,0,0.69,2.78,7.97,1.03,1.86,4.19,0,2618.38,9.62,11.57,37.06,863.64,0.99,11.31,33.6,0,0,17.77,0,0,0,0,0,504.28,6.66,0.41,3.35,0.55,7.17
120,0,0,0,1278.36,19.19,9.11,694.55,18.76,293.05,15.09,20574.03,8.24,0,4.26,26.79,1.45,0,0,6.56,0,2689.32,8.33,34.39,44.18,2082.43,0,17.12,48.68,0,9,10.25,0,0,24.27,0,0,628.46,0,24.65,4.17,5.18,0
