stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,55.18,1547.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.47,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.08,1226.3,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.62,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.45,24.26,0,101.76,0,0,0,85.69,0,0,0,0,22.93,0,0,0,0,0,0,0,0,0,0,0,882.45,49.36,0,0,373.09,0,0,11.28,0,0,0,0,0,0,0,0,0,0
 10-12,0,91.93,0,57.36,0,0,0,91.87,0,0,0,0,23.41,0,0,0,0,0,0,0,0,0,0,0,1070.47,31.47,0,0,425.06,0,0,3.03,0,41.11,0,12.11,3.51,0,0,0,0,0
 14-21,0.93,0,0,11.42,63.34,13.03,0,28.91,0,0,21.97,4.42,0,4.07,0,0,0,0,3.59,1.92,45.75,0,0,36.04,603.8,3.22,2.39,0,9.37,0,7.8,4.09,85.61,3.84,4.14,39.43,170.68,0,0,0.92,0,0
 24-34,0,0,1.29,5.83,19.54,2.99,0,86.54,0.78,0,17.59,6.45,0,0,0,2.48,0,3.33,1.04,1.63,84.61,0,0,34.38,971.92,4.22,11.56,12.19,0,0,5.36,0,0,2.08,0,6.7,244.51,0,0,12.39,0,7.92
 36-46,0,0,0,0,10.71,0.76,0,209.12,0,0.88,23.14,0,0,0,4.65,0,18.34,1.56,0.67,0,66.29,0,1.77,20.63,718.22,0.62,10.24,2.09,0,0,0.66,0.81,0,0,0,0,186.19,0,0,3.55,0,0.56
 48-58,0,0,0,0,4.92,0,0,337.23,0,0.98,25.04,0,0,2.41,4.81,0.37,0,0.42,2.05,0,90.49,0,3.13,12.92,464.47,0,1.6,5.81,0,0,0.66,0,5.45,0,0,0,109.55,0,0,2.82,0,1.01
 60-70,0,0,0,0,3.86,0.65,0,321.95,0,1.37,20.73,0,0,0.71,0,0,0,0,0,0,51.86,0,1.69,12.39,330.1,3.11,2.91,0.69,0,7.62,1.52,0,0,0,0,0,61.65,0,2.93,10,0,3.56
 72-82,0,0,0,0,4.61,10.19,0,163.53,0.56,0.84,20.73,0.82,0,1.06,0,4.66,0,0,4.21,0,69.32,0,1.3,11.39,277.45,0,5.32,2.95,0,0,9.42,0,0,0,0,0,27.83,0.53,0,4.23,0.59,0
 84-94,0,0,0,0,11.38,0.56,0,110.54,0,0.7,20.07,1.88,0,0.82,2.04,1.03,0,1.48,0,0,59.93,0.58,2.55,3.96,219.43,0,0.71,11.01,0,0,0.64,0,0,1.35,0,0,11.55,1.55,0,2.49,2.77,0
 96-106,0,0,0.99,0,6.74,0,0,155.47,0,0,19.78,3.06,0,0,1.28,0,1.48,0.62,0,0,36.94,0,0.75,4.21,165.95,0.62,4.92,7.75,0,0,4.53,0,0,0.69,0,0,14.05,0,3.46,2.76,1.28,0.58
108-118,0,0,0,0,7.63,0.42,0.53,124.1,0,4.69,15.02,1.99,0,0,3.42,1.11,1.77,0,1.48,0,69.67,0,13.79,3.22,245.97,0.5,3,7.35,0,1.37,2.63,0,0,1.76,0,0,13.75,1.21,1.15,6.91,0.95,0
120,0,0,0,0,7.54,1.84,0,102.36,4.5,0,14.72,3.41,0,0,5.03,1.4,0,0,0,0,47.83,0,18.32,3.89,240.24,0,0,0,0,0,4.01,0,0,0,0,0,23.01,6.72,0,3.83,2.94,0
