stage,epidermis,mesenchyme,muscle,neural,olfactory,paraxial.mesoderm,presomitic.mesoderm,somites,spinal.cord
 14-21,0,1.06,0,0,0,0.9,37.9,11.06,0.89
 24-34,0.95,0,0,0,0,0,0,9.86,0
 36-46,0,0,1.74,0,0,0,0,0,0
 60-70,0,0,0,0,1.98,0,0,0,0
 96-106,0,0,2.11,5.17,0,0,0,0,0
108-118,0,4.48,0,0,0,0,0,0,0
