stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,125.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.75,5.52,16.27,0,0,0,16.94,0,0,0,0,0,18.84,0,0,0,0,0,0,0,0,0,0,0,183.58,0,0,0,34.73,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,17.66,0,0,0,5.18,0,0,0,0,0,6.04,0,0,0,0,0,0,0,0,0,0,0,192.25,10.12,0,0,68.06,0,3.81,4.37,0,14.23,0,0,0,0,0,0,0,0
 14-21,0,0,7.56,75.51,7.71,0,20.65,0,0,0,4.59,1.7,0,1.66,0,0,0,0,0,0,27.45,0,0,35.17,89.88,19.62,0,0.84,3.25,0,91.33,0,17.01,0.84,0,13.33,27.16,0,0,3.81,0,0
 24-34,0,0,3.72,155.2,0.6,0,70.24,0,15.74,1.02,1.98,0.64,0,5.74,0,0.62,0,1.23,1.73,0,69.64,8.97,0.89,26.24,84.43,34.64,2.25,0,0,0,568.28,0,0,8.94,2.15,0.68,8.53,0,0,29.09,0,0.98
 36-46,0,0,0,292.17,0,0,64.72,3.29,70.15,0.67,0,0,0,2.06,0,1.99,0,0,1.25,0,65.53,11.74,2.07,15.41,205.44,33.66,1.22,5.61,0,0,823.05,0,0,2.6,0,0,9.75,0,0,12.19,0,0
 48-58,0,0,0,314.97,0,0,90.97,0,82.24,0.99,1.19,0.39,4.03,0,0,7.68,0,5.22,0,0,63.6,17.17,0,18.54,173,38.82,1.4,6.12,0,0,546.2,0,0,1.08,0,0,6.09,0,0,14.51,0,0
 60-70,0,0,0,476.93,0,0,160.97,0,96.21,2.88,1.47,1.43,0.95,12.23,0.78,3.69,0,3.93,1.32,0,78.04,32.58,0.65,11.58,123.71,22.95,1.41,3.3,0,0,644.39,0,0,0.71,0,0,11.42,0,3.62,28.43,0,0
 72-82,0,0,0,283.09,0,0,391.39,0,75.22,4.44,17.58,1.44,1.48,3.21,0.54,1.7,1.78,14.59,0.79,0,141.84,36.43,0,7.04,181.14,32.18,1.55,3.13,0,0,372.5,0,0,0,0,0,12.88,1.75,0,43.44,0,0
 84-94,0,0,0,634,8.41,0,426.47,0,180.03,7.86,20.41,0,2.5,3.41,0.83,14.78,0,16.32,0,0,126.92,40.59,0,4.23,184.37,36.98,11.77,1.45,0,0,1219.91,0,0,0.92,0,0,0,0,0,33.04,3.29,0
 96-106,0,0,0,513.97,8.85,0,868.85,0,96.9,10.37,27.92,4.48,1.06,0,4.03,6.43,0,64.33,11.85,0,158.42,57.47,0,11.1,232.7,9.18,18,7.99,0,1.6,798.91,0,0,1.05,0,0,15.45,0,0,131.03,0,0
108-118,0,0,0,721.2,4.61,0,1217.25,0.42,155.54,5.1,48.65,1.14,0,7.21,3.59,20.73,1.9,60.66,0.45,7.61,298.7,47.28,0,14.67,213.14,22.08,19.27,18.22,0,2.91,864.9,0,0,0.92,0,0,5.91,1.97,0,50.13,1.16,0
120,0,0,0,543.67,0,2.68,900.95,0,138.48,0,106.71,1.68,0,0,14.14,8.34,0,39.87,0,0,353.91,28.92,0,11.72,329.18,70.41,5.84,24.61,0,0,732.37,0,0,0,0,0,0,7.9,0,82.41,0,0
