stage,blastomeres,eye,mesenchyme,neural,periderm,spinal.cord
  5-6,12.42,0,0,0,0,0
  7-9,0,0,0,5.19,0,0
 14-21,0,0,0,0,2.53,0.81
 24-34,0,0,0,1.05,0,0.91
 48-58,0,0,0,9.99,0,0
 60-70,0,0.91,0,0.88,0,0
 72-82,0,0,1.37,0,0,0
108-118,0,0,1.72,4.84,0,0
