stage,eye,glial,gut,hatching_gland,mesenchyme,neural
 10-12,0,0,0,4.27,0,23.35
 24-34,0,0,2.29,0,0,2.51
 36-46,0.8,0,0,0,0,1.2
 48-58,0,0,0,0,0,2.38
 60-70,0,0,0,0,1.07,0
 72-82,0,0.95,0,0,0,16.99
 84-94,2.44,0,0,0,0,0
108-118,1.88,0,0,0,0,5.6
120,0,0,0,0,0,7.9
