stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,31.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52,0,0,0,10.52,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,14.02,0,95.38,0,0,0,32.62,0,0,0,0,0,4.88,0,0,0,0,0,117.76,0,0,0,0,0,567.65,13.54,0,0,194.93,0,0,0,23.62,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.77,14.39,1.02,0,1.95,0,26.18,0,0.97,79.51,0,1.13,0,0,0.87,0,13990.52,0,7.92,0,0,0.87,70.74,54.94,0,0.93,0,0,2.49,6.17,0,0,62.25,12.33,0,0,5.12,0,0
 24-34,0,0,1.81,69.18,67.63,0.94,0,50.74,0,184.6,0,9.47,113.41,3.09,2.71,1.08,5.61,0,0.68,31969.92,5.41,47.65,10.21,0,55.71,814.31,16.04,3.51,3.05,0,0,41.53,2,4.01,11.77,24.74,164.96,0,0,56.32,0,27
 36-46,0,0,0,0,70.19,0.64,0,92.52,3.45,47.66,1.51,21.16,3.76,0,0,2.39,0,0,0,19689.27,37.06,61.01,11.64,0,14.54,768.2,0.89,0,0,0,1.69,65.7,0,1.41,0,0,176.5,0,0,22.22,0,8.01
 48-58,0,0,0.96,0,47.63,116.87,0,174.57,1.95,6.27,4.61,30.06,12.34,0,1.53,1.74,0.61,4,0,10096.47,17.66,71.29,0.42,0,7.55,490.38,0,2.39,0.66,0,0.73,22.06,0,0.43,0.45,0,91.04,0,0,22.04,0.9,24.54
 60-70,0,0,4.68,0,116.07,2.18,0,301.37,7.6,6.85,6.27,53.13,86.94,0,14.13,4.16,0,5.65,1.02,13680.68,6.87,85.05,7.89,11.41,8.44,470.03,1.67,75.38,0,0,0,25.95,0,0,0,0,68.53,7.08,4.51,17.15,0,65.5
 72-82,0,0,3.15,0,11.21,6.85,1.22,231.91,2.89,4,2.4,36.68,531.04,0,0,5.05,0,13.67,3.59,9471.34,0,56.22,1.7,1.52,14.11,455.95,0.52,3.1,1.06,0,1.67,69.3,0,1.99,0,0,45.08,3.3,7.31,8.97,0,25.2
 84-94,0,0,5.67,0,47.3,19.9,0,276.33,8.84,20.78,0,22.02,1291.75,0,1.52,4.96,1.56,11.31,0,5318.66,11.17,90.51,2.41,0.66,40.97,280.21,0,4.47,5.39,0,0.91,39.99,0,3.57,0.81,0,14.77,30.68,1.21,6.03,0,23.88
 96-106,0,0,17.17,0,72.74,178.85,3.29,361.4,4.37,13.49,11.75,65.78,4863.94,0,5.7,22,4.37,9.72,5.92,5153.54,0.98,164.98,2.42,8.76,20.64,920.73,1.47,21.66,4.67,1.2,0,92.98,0,4.21,0,0,9.23,2.47,7.23,27.21,5.6,12.35
108-118,0,0,11.96,0,80.38,16.54,4.34,175.2,1.57,28.48,60.65,58.91,9306.25,0,0,11.91,5.06,7.87,0,4136.55,3.15,107.11,5.11,20.29,14.07,1025.86,0.55,5.61,0.52,0,4.58,47.33,0,0.42,0.55,0,17.52,4.12,7.15,21.06,9.69,16.41
120,14.19,0,36.14,0,84.37,19.85,0,173.38,13.74,5.33,1.44,26.99,7759.86,0,0,21.01,9.45,4.78,2.12,5117.17,0,143.01,1.47,6.41,9.33,1278.39,1.87,0,0,0,0,34.73,0,4.37,0,0,23.92,2.06,0,25.53,0,0
