stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0
  5-6,0,18.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59,0,0,0,0,0,0,0,0,0,0
  7-9,0,11.95,0,0,0,0,0,15.72,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,42.65,11.07,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,35.54,0,10.48,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.96,30.96,0,0,71.32,0,0,0,27.77,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.91,15.79,34.44,0,45.45,0,0,0,10.92,1.63,0,1.07,0,0,2.97,0,0,55.54,146.11,0,0,127.97,277.84,93.23,0,0.86,7.37,0,3.67,43.12,3.91,0,72.22,147.71,0,0,18.33,0,33.61
 24-34,0,0,0,1.42,13.3,0.81,0,46.84,0,0,45.89,13.86,0.71,1.15,4.96,0.6,0,18.58,0,12.77,76.11,645.99,0,5.01,396.94,421.98,71.59,0,13.93,0,0,11.06,1.59,2.67,2.53,44.87,128.32,0,0,108.7,0,91.09
 36-46,0,0,0,0,17.49,18.14,0,15.06,1.14,18.95,115.58,34,0,0,1.57,0,0,46.68,0,0,68.29,1021.1,0,6.49,378.7,444.79,82.27,0.75,19.77,0,3.38,3.35,1.05,0,1.8,2.02,90.41,0,2.62,44.25,0.78,85.9
 48-58,0,0,0,0,11.72,2.92,0,52.12,9.16,32.85,155.91,43.58,0,0,6.91,4.85,0,52.43,0.69,0.48,29.87,1586.43,0,34.23,278.64,364.46,44.77,0.4,25.95,6.64,0,0.42,0,0,1.07,0,46.17,0,3.02,50.97,0,119.99
 60-70,0,0,0,0,17.35,5.22,0,63.97,1.34,33.65,278.57,41.4,0,0,3.01,23.57,3.07,56,0,0,12.39,2095.77,0.85,20.99,197.52,266.3,18.88,0,19.57,0,9.42,0,0,0,4.65,0,16.91,0,19.01,51.51,8.8,75.13
 72-82,0,0,0,0,2.77,4.89,0,96,2.5,23.58,308.07,83.97,1.34,0,5.4,25.45,0,49.73,0,0,14.51,2575.57,0,35.22,232.06,196.78,14.21,0,26.47,0,4.73,0,0,0.58,1.8,0,12.34,1.21,21.17,69.86,39.47,59.41
 84-94,6.16,0,0,0,25.32,6.17,0,107.74,5.33,4.09,259.12,60.96,2.25,0,7.48,42.45,1.25,52.77,0,2.4,47.17,2156.53,0,42.91,185.78,120.73,17.04,3.36,26.06,0,9.62,5.25,0,0.74,1.98,0,1.89,3.41,30.47,54.83,31.5,53.56
 96-106,1.12,0,5.6,0,7.5,5.2,0,67.93,5.03,0,148.27,72.85,0,0,12.73,38.05,0,39.63,2.01,1.8,13.17,1727.85,0,49.77,144.68,170.75,7.37,1.92,25.28,0,18.82,4.75,0,0,1.54,0,11.88,0,10.67,39.48,36.53,61.76
108-118,0,0,0,0.49,20.05,5.48,0,58.57,3.86,3.08,148.61,93.29,0,0,6.19,48.94,2.5,68.44,0,0,19.32,1820.13,1.15,39.46,120,220.68,17.11,0,29.41,0,25.16,0,0,0,0.9,0,9.07,1.88,21.57,82.17,24.87,64.21
120,0,0,0,0,41.78,11.8,5.97,75.52,2.51,21.39,258.13,73.23,1.45,0,9.23,66.94,0,87.78,1.34,4.47,27.22,1893.45,1.56,59.77,139.9,373.08,33.5,0,27.73,0,22.4,0,0,0,0,0,16.25,1.81,43.74,51.52,47.73,6.41
