stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,71.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,49.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11,0,0,0,0,0,0,0,0,0,0
  7-9,4.99,14.7,0,3.23,0,0,0,177.06,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,578.93,5.45,0,0,108.98,0,5.76,0,0,0,0,0,0,0,0,0,0
 10-12,0,41.9,0,32.39,0,17.6,0,422.86,0,0,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,2408.01,21.6,0,0,287.75,0,0,0,0,7.47,0,0,0,0,0,0,0
 14-21,4.62,0,0,3.91,53.04,12.35,0,230.91,0,0,0,68.3,10.23,0,3.57,0,0,0,0,1.76,10.01,84.69,0,0,19.21,2142.57,18.27,0,2.39,19.87,0,0,0,35.16,3.26,1.88,12.3,785.8,0,0.95,0,0
 24-34,0,0,0,6.9,71.73,1.94,0,501.14,0,0,10.03,142.6,0,1.4,30.88,0.71,0,0.7,0.82,4.83,13.9,248,0,3.14,81.22,4104.83,3.91,2.1,18.31,1.99,2.91,8.06,0,0,0,1.7,31.82,1249.23,0,36.15,0,2.23
 36-46,0,0,0,0,12.9,2.07,0,712.29,0.68,2.46,5.77,373.44,0,0,32.28,0.65,10.87,1.44,1.31,13.72,11.32,336.88,1.01,20.1,69.06,2977.23,2.7,1.95,9.43,0,3.24,1.63,0,0,9.88,1.17,0,1093.9,3.14,5.75,0,0
 48-58,0,1.29,0,0,22.55,1.97,0,927.19,0.5,7.81,7.38,608.58,0,0,43.08,0,0,5.59,1.67,0,10.02,442.9,0,17.19,51.11,1230.7,0,0.44,7.71,0,3.22,12.87,0,0,0,2.89,0,870.07,6.25,7.03,0,0
 60-70,0,0,0,0,9.26,0,0,775.53,1.6,0,18.11,797.85,0,2,56.6,9.05,0,12.18,0.63,0,22.14,456.04,0,13.08,27.85,423.49,8.75,0.99,2.14,0,1.37,2.05,0,0,0,5.34,0,370.56,14.52,14.68,5.04,2.9
 72-82,0,0,0,0,6.26,11.15,0,411.02,0,0,21.98,916.25,0,0,89.81,0,0,7.89,0,0.72,5.67,405.28,0,16.82,31.03,306.59,0,0.93,7.93,0,11.56,0.55,0,0,0,3.03,0,97.47,9.69,30.66,3.33,0
 84-94,0,0,0,0,9.56,0,0,544.08,0,5.84,7.61,551.91,1.24,0,70.98,0,0,15.04,3.14,0,25.65,314.83,0,25.34,10.71,187.66,0,0.6,6.6,0,4.61,0,1.4,0,0,0,0,75.94,3.27,9.73,2.65,0
 96-106,0,0,0,0,7.87,0,0.98,440.48,0,1.27,6.49,683.37,4.08,0,74.18,0.65,0.56,3.97,0,28.55,6.23,250.05,0,13.35,19.6,183.23,0,1.53,5.46,0,11.51,3.72,0,0,0.71,0.82,0,40.84,0.72,33.74,7.64,0
108-118,0,0,0,0,12.65,4.33,0,407.4,0.65,3.62,18.61,688.9,0.81,0,68.98,0.99,0.7,19.03,0,0.6,9.5,235.79,0,13.52,7.35,209.08,0,1.1,4.35,0,4.66,1.83,0,0,0,0.66,0,38.68,0,21.66,3.16,6.24
120,0,0,4.32,0,25.73,6.26,0,253.09,0,0,1.69,989.9,0,0,91.76,1.18,0,1.91,0,19.61,8.31,163.35,0,26.56,12.16,211.35,0,0,12.18,0,0,0,0,0,0,0,0,68.12,7.1,25.64,16.65,0
