stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,16.65,2638.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.71,0,0,0,0,0,0,0,0,0,0
  5-6,89.77,685.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61,8.9,0,0,10.03,0,7.14,0,0,0,0,0,0,0,0,0,0
  7-9,45.26,34.16,0,302.83,0,0,0,149.85,0,0,0,0,0,45.09,0,0,0,0,0,0,0,0,0,0,0,1197.86,78.93,0,0,354.35,0,0,15.54,0,0,0,0,0,0,0,0,0
 10-12,0,16.07,0,195.58,0,51.81,0,275.3,0,0,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,1851.69,109.02,0,0,609.94,0,4.24,8.58,4.43,53.05,11.78,0,0,0,0,0,0
 14-21,0,0,0,9.14,332.92,54.83,0,137.32,0,35.24,0,35.28,7.54,0.95,22.4,0,0.8,0,0,0,0.86,124.18,0,0,63.95,417.15,28.04,5.11,2.27,11.91,0,4.79,1.81,87.14,5.5,61.61,249.27,0,0,2.95,0,0
 24-34,0,0,0.75,0.67,112.5,2.45,0,42.14,0,91.15,0.74,61.09,1.34,0,11.21,0.89,0.63,0.63,0.61,0.65,0.71,89.06,1.03,0,30.17,628.12,9.45,14,10.12,0,0,7.64,0,0,1.53,9.72,261.38,0,0,17.92,0,2.13
 36-46,8.46,0,0,0,24.55,0.71,0,111.89,0.64,77.04,13.71,61.73,0.61,0,10.86,13.04,0,1.76,0,0.57,3.27,106.22,0,8,26.7,828.52,6.66,6.01,8.64,0,0,3.9,0.81,0,1.65,0,253.44,0,0,3.96,0,0.67
 48-58,0,0,0,0,20.48,0,0,219.3,0.7,54.07,42.17,44.64,1.4,0,5.87,1.74,0,1.05,0.49,0,7.3,149.37,0.74,7.42,17.26,692.38,5.99,2.23,22.45,0,0,6.69,0,0,0,0,223.05,0,0.44,6.76,0,9.6
 60-70,0,0,0,0,35.41,1.64,0,435.03,0,24.58,52.49,44.71,0.85,0,2.68,8.31,0.61,0.62,0.66,0,1.24,242.42,3.58,21.31,9.54,742.17,12.26,3.58,38.79,0,0,0.95,0,0,0,0,125.99,0,2.55,3.03,0,0
 72-82,0,0,1.47,0,9.22,0,0,307.95,0,11.29,69.42,37.71,3.81,0,5.71,6.83,1.02,4.56,0,0,9.69,255.19,7.49,5.69,12.38,578.01,1.09,0,33.29,0,0,5.46,0,0,1.89,0,44.56,0,8.72,17.03,6.86,6.57
 84-94,0,0,0,0,18.13,0,0,286.37,0.56,20.95,22.18,29.15,13.36,0,8.75,12.74,0,15.09,1.05,0.58,10.74,210.5,8.46,3.86,4.72,356.9,4.12,2.23,34.87,0,0,15.35,1.4,0,0,0,74.43,3.73,8.35,4.94,17.92,0
 96-106,2.68,0,0,0,14.09,12.46,2.47,249.6,0,10.3,33.43,36.42,15.15,0,0.73,13.74,0.86,12.78,0.88,0,2.33,166.43,11.26,9.8,4.76,354.97,1.54,4.05,40.65,0,2.69,27.32,0,0,1.29,0,18.54,0.83,12.8,11.68,13.45,2.2
108-118,0,0,0,0.74,16.92,0.57,0,275.74,0,13.9,36.62,50.32,5.67,0,0.8,5.16,1.17,12.07,0,4.37,6.72,164.65,6.63,3.79,7.4,311.52,0.5,3.15,42.39,0,3.67,2.76,0,0,1.59,0,30.52,0,4.78,11.48,11.85,6.96
120,2.82,0,0,0,66.63,1.16,0,302.24,0,15.63,27.04,64.78,5.34,0,5.62,24.12,2.21,12.26,0,0,0,114.54,0,10.15,10.68,539.86,12.42,5.93,33.39,0,0,9.48,0,0,3.57,0,22.18,0,6.4,19.8,20.16,0
