stage,blastomeres,epidermis,eye,fin_epithelia,gut,heart,immune,ionocyte,mesenchyme,mural_cell,muscle,paraxial_mesoderm,periderm,vasculature
  7-9,4,0,0,0,0,0,0,0,0,0,0,3.45,0,0
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0
 36-46,0,0,0,0,0,0,0,0.72,0.72,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,0.59,0,0,0,2.48,0
 84-94,0,0,0,1.44,0,0,2.72,0,0,0,0.69,0,1,2.09
 96-106,0,0,1.46,0,1.15,1.52,0,0,0,0,0,0,0,0
108-118,0,0.49,0,0,0.85,0,0,0,0,0.51,0,0,5.53,0
120,0,1.72,0,1.42,0,0,5.52,0,0,0,0,0,3.4,0
