stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,809.81,17243.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.44,0,0,0,0,0,0,0,0,0,0,0
  5-6,745.13,10939.43,0,9.08,0,0,0,0,0,0,0,0,0,49.19,0,0,0,0,0,0,0,0,0,0,0,428.27,14.06,0,0,80.21,0,163.48,0,0,0,0,0,0,0,0,0,0,0
  7-9,83.95,182.09,0,107.17,0,0,0,532.29,0,0,0,0,0,102.6,0,0,0,0,0,0,0,0,0,0,0,3719.33,163.58,0,0,1045.31,0,5.76,50.07,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,288.42,0,380.81,0,77.38,0,761.7,0,0,0,0,0,140.28,0,0,0,0,0,0,0,0,0,0,0,8212.24,88.17,0,0,2028.02,0,7.71,29.22,14.43,376.9,0,33.02,0,0,0,0,0,0
 14-21,3.19,0,0,68.25,1716.1,389.54,0,1179.9,0,3.92,0,65.56,53.11,33.28,14.21,4.29,17.05,5.13,2.04,2.98,26.41,603.81,2.35,0,452.13,7206.73,118.89,4.31,74.76,152.26,0,87.1,25.75,782.7,36.17,63.46,1356.76,1546.02,0,0,22.1,0,20.88
 24-34,0,0.83,2.8,67.53,633.8,58.36,0,995.12,2.12,16.06,26.7,98.19,35.16,4.9,11.79,36.41,33.59,26.19,36.65,41.91,82.99,906.62,4.12,3.86,314.66,5918.28,30.31,56.59,84.45,1,0.99,262.61,0.86,9.57,6.59,11.29,244.68,1094.04,0,0,161.5,0,114.41
 36-46,0,0,0,10.37,334.45,9.89,0,685.52,9.99,26.49,20.82,208.61,34.52,0,16.12,29.82,30.82,54.92,25.38,21.32,113.22,668.05,12.86,15.12,187.96,3385.69,18.24,46.43,49.16,0,4.82,310.44,6.48,2.14,14.23,0,2.65,733.38,0,1.04,66.52,0,145.72
 48-58,1.35,0,0.55,5.95,230,13.81,0,786.32,3.84,101.65,39.22,455.63,70.49,3.66,16.45,34.57,16.76,66.21,29.15,28.29,53.17,723.58,10.87,21.99,185.08,1952.97,18.84,39.39,46.18,0,1.61,178.39,0.65,2.68,6.6,0,0,456.23,0,4.35,66.88,0,167.26
 60-70,0,0,3.78,0,282.26,10.72,0,717.35,12.91,43,32.46,451.76,85.05,2.63,16.15,44.85,40.85,31.87,19.73,25.81,65.26,733.79,11.12,55.25,150.45,1501.25,7.85,20.91,49.94,0,0.66,216.89,0,0,10.14,4.39,0,256.6,1.44,22.29,48.46,15.88,165.82
 72-82,0,0,10.57,3.31,192.53,40.6,4.92,561.43,14.5,29.41,46.42,518.66,154.11,5.03,19.31,91.47,21.02,38.19,34.96,36.67,18.04,883.54,23.2,57.91,118.23,1210.06,1.81,35.7,47.28,0,8.41,181.34,1.41,0,13.29,3.15,0,114.74,12.53,32.38,90.91,47.68,142.53
 84-94,0,0,18.01,6.08,438.93,67.84,15.13,604.73,13.41,60.08,47.83,461.14,225.32,5,13.23,122.62,40.03,55.06,41.19,47.77,85.79,849.56,22.38,63.64,125.37,990.94,9.02,85.15,68.82,0,14.11,574.86,0,0,25.16,0.68,0,123.4,61.75,46.59,111.06,40.11,88.86
 96-106,0,0,27.31,0.7,472.45,116.78,6.35,526.34,21.83,63.45,30.22,429.68,211.32,0,27.58,164.74,48.12,32.94,63.31,35.63,33.69,738.66,38.78,27.29,115.22,936.81,6.54,108.38,53.76,0,26.57,495.39,5.61,0,6.5,0,0,52.97,69.38,37.31,124.61,53.1,102.08
108-118,0,0,9.61,6.34,637.85,76.7,10.78,485.82,6.32,101.67,43.64,442.97,166.61,0,10.08,165.75,66.99,68.43,64.66,39.18,68.67,873.96,32.14,33.8,132.76,1280.24,9.88,78.65,72.9,0,34.12,565.05,2.79,0,13.11,0.44,0,53.94,80.62,30.49,138.63,39.52,76.55
120,1.19,0,7.87,2.93,633.14,101.62,0,461.88,4.91,111.53,61.2,640.44,125.97,0,16.52,234.84,41.63,17.61,12.71,39.96,24.48,899.08,24.26,78.38,170.13,1911.43,23.68,65.86,45.24,0,40.39,330.9,3.83,0,7.68,1.37,0,86.25,31.85,18.93,167.48,82.14,45.2
