stage,blastomeres,fin.epithelia,glial,mesenchyme,muscle,neural,periderm,spinal.cord
  3-4,51.44,0,0,0,0,0,16.68,0
  5-6,27.6,0,0,0,0,0,0,0
  7-9,3.29,0,0,0,0,14.12,0,0
 14-21,0,0,0,0,0,0.91,0,0.98
 24-34,0,0,0,0,0,2.43,0,0
 36-46,0,1.24,0,0,0,1.44,0,0
 48-58,0,0,0,0.55,0,0.49,0,1.43
 60-70,0,0,0,0,0.76,0,0,0
 72-82,0,0,0,0.77,0,1.17,0.53,0
 96-106,0,0,0,2.34,0,0,0,0
108-118,0,0,2.35,0,0,0,0,0
