stage,blastomeres,eye,neural,olfactory,paraxial.mesoderm,somites
  3-4,13.86,0,0,0,0,0
  7-9,0,0,7.41,0,0,0
 10-12,0,0,8.87,0,5.63,0
 14-21,0,0,0,0,0,0.8
 24-34,0,0,1.3,0,0,0
 36-46,0,1.01,0.94,0,0,0
 48-58,0,0.67,0,1.16,0,0
 72-82,0,0,0,1.64,0,0
