stage,blastomeres,endoderm,epidermis,eye,glial,iridophores,mesenchyme,neural,paraxial.mesoderm,presomitic.mesoderm,spinal.cord
  3-4,14.23,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.6,0,0,0,0,0,27.26,14.24,0,0
 10-12,0,0,0,21.04,0,0,0,36.57,8.74,0,0
 14-21,0,0,2.67,0,0,0,0,3.16,0,1.19,2.97
 24-34,0,0,0,0,0,0,0,1.62,0,0,1.94
 36-46,0,0,0,0,0,0,0,1.58,0,0,1.56
 60-70,0,0,0,0,2.37,0,0.9,0,0,0,0
 84-94,0,0,0,1.12,0,0,0,0,0,0,0
108-118,0,0,2.45,0,0,2.37,1.8,0,0,0,0
