stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,318.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,11.03,99.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86,0,0,0,0,0,20.09,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.42,4.87,0,10.73,0,0,0,19.33,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,175.4,28.17,0,0,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.71,0,132.38,0,0,0,33.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.56,260.4,0,0,232.05,0,0,8.58,0,52.49,0,0,0,0,0,0,0,0
 14-21,0,0,0,40.84,93.23,5.37,0,10.11,0,1.44,0,41.18,5.03,0,0,0,1.9,0,0,1.41,117.7,0,0,445.58,242.6,41.89,1.23,1.81,5.3,0,8.95,2.28,17.13,21.91,0,99.01,291.02,0,0,12.28,0,0
 24-34,0,0,1.59,4.51,82.76,0,0,22.36,0,9.33,24.4,64.02,1.45,0,0.86,0,3.19,0,2.31,1.91,1143.32,0,1.52,1211.63,434.56,20.19,2.55,1.59,0,4.51,19.53,0,5.11,19.71,6.89,17.71,468.67,0,0,25.18,0,0
 36-46,0,0,0,0,22.57,0,0,18.64,0.68,0,79.42,18.12,0,0,2.32,0,0,0.65,0,1.21,1878.69,1.16,9.06,755.42,267.93,0.66,3.46,5.87,0,2.47,19.15,0,0,9.32,0.83,0,212.55,0,2.27,29.67,0,4.7
 48-58,1.1,0,0,0,6.73,0,0,39.22,0.86,0,101.24,9.36,0.92,0,2.3,0.47,0,0,0.9,0,2282.74,1.58,25.92,547.48,330.21,6.44,0.88,2.44,0,0.61,9.2,0,0,1.35,0,0,148.61,0,1.63,1.08,2.45,3.49
 60-70,0,0,0,0,18.81,0,0,58.44,0.68,0.86,84.82,0.64,0,0,1.29,1.9,1.69,9.62,2.57,2.4,2371.13,1.27,22.32,328.99,143.36,0,1.1,2.46,0,22.93,12.05,0,0,7.66,0,0,51.74,0,3.74,2,0,0
 72-82,0,0,0,0,2.14,0,0,109.86,5.2,4.95,157.43,19.13,1.13,0,2.99,0,1.11,3.28,0.56,0,2529.99,0.61,22.14,300.66,199.7,0,5.25,6.16,1.13,49.94,7.79,0,0,0,0,0,52.69,3.44,27.63,12.62,7.46,0
 84-94,0,0,0,0,10.83,0,0,109.98,0,3.43,110.69,15.55,0,0,4.08,1.02,1.07,1.76,0.9,5.44,2181.88,0,41.71,311.78,114.96,0,1.63,0.65,0,60.24,11.54,0,0,2.16,0,0,36.54,0,25.48,1.29,19.08,0
 96-106,0,0,0,0,10.58,5.26,0,84.15,1.54,0,98.61,12.04,1.77,0,9.93,0,0.6,0,0.63,5.89,1747.8,1.95,18.08,185.51,119.12,0,15.71,8.52,0,64.61,11.33,0,0,1.25,0,0,30.08,0,11.22,0.97,8.8,0
108-118,0,0,0,0.49,12.8,0,0.85,54.88,0,7.26,84.09,12.04,0.96,0,3.07,0.56,0.51,0,0.43,4.45,1805.94,0,22.97,214.8,206.19,0,3.31,20.95,0,113.29,8.24,0,0,3.63,0,0,13.26,0.44,1.21,3.02,0.49,0
120,0,0,0,0,5.7,0,0,9.87,0,0,65.75,16.76,12.96,0,6.05,2.3,0,0,0,4.13,1095.35,1.56,14.27,233.26,131.65,0,0,7.82,0,113.45,11.05,0,0,9.67,0,0,0,0,7.35,0,2.64,0
