stage,eye,glial,neural,olfactory,pronephros,spinal.cord
 14-21,0,0,0,0,0,1.91
 24-34,0,0.61,0,0.82,0,1.02
 36-46,1.29,0,0,0,0,0
 48-58,0.43,0,0.85,0,0,0
 60-70,0.59,0,0,0,9.83,0
 72-82,0,0,2.85,0,0,0
 84-94,0.71,0.63,0,0,0,0
108-118,0,0,3.66,0,0,0
120,0,0,4.66,0,0,0
