stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,231.69,3447.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.39,0,0,0,0,0,0,0,0,0,0,0
  5-6,172.67,1458.41,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,23.67,0,0,0,0,0,48.41,0,0,0,0,0,0,0,0,0,0,0
  7-9,16.71,14.08,18.49,0,0,0,55.77,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,274.58,0,0,0,39.77,0,19.74,17.2,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.59,0,0,0,0,41.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.5,0,0,0,7.41,0,18.18,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0.96,14.73,0.83,0,1.49,0,1.16,0,0,0,1.93,1.07,0,20.06,0,0,0,0,8.8,0,0,7.57,14.12,0.81,0,0.96,1.56,0,123.78,0,1.01,0,0,4.88,4.58,0,0,0,0,0
 24-34,0,0,0,6.67,1.72,0,2.55,0,0,0,0.74,0,0,1.77,1.95,16.61,0,0,0,0,11.75,2.31,0,5.09,62.18,0,15.09,3.64,0,0,147.16,0,0,0,0,1.49,7.62,0,0,6.08,0,10.39
 36-46,0,0,0,6.72,2,0,7.83,0,3.66,0.6,6.82,0,0,0.73,0,9.06,7.84,0,0,7.53,10.29,0,0.67,6.37,92.68,0.92,10.09,0.8,0,2.1,138.85,0,0,0,0,0,12.96,0,0,5.5,0,4.71
 48-58,0,0,0,14.09,0,0,5.4,0,3.28,0,6.72,0,0,0.5,0,1.49,1.82,0.4,0,0,9.8,2.38,0.58,1.77,103.78,0,13.35,4.05,0,0,45.7,0,0,0,0,0,21.03,0,0,5.64,0,38.47
 60-70,0,0,0,37.92,0,0,18.26,0,1.73,0,66.03,0,0,0.76,0.65,1.36,14.22,0,0,1.56,28.06,0.58,0,0.92,172.27,0.71,7.08,2.67,0,0,60.47,0,0,11.46,0,0,21.32,0,0.73,14.46,0,52.26
 72-82,0,0,0,19.22,9.98,0,19.71,0.76,0,1.34,87.56,1.01,0,0,0,7,12.28,0.63,0,0,45.9,1.71,2.57,2.44,143.79,0,21.62,6.1,0,0,54.21,0,0,0,0,0,39.54,1.69,0,12.79,2.51,45.19
 84-94,0,0,0,21.66,19.87,0,30.48,0,10.28,0,88.7,0.64,0,0,2.14,18,29.32,0,0,0,32.17,0.58,17.04,3.12,63.57,3.16,24.71,14.58,0,1.59,191,0,0,0,0,0,24.73,1.9,1.11,10.98,0,32.15
 96-106,0,0,0,36.56,28.77,0,62.25,0.57,3.41,0.84,132.03,5.25,0,0,4.02,8.87,7.22,0,0,0,48.62,5.59,2.39,0.87,84.81,0,5.43,5.74,0,0,190.58,0,0,0,1.64,0,2.7,0.71,0,10.04,2,24.4
108-118,0,0,0,38.59,22.98,0.92,22.03,3.05,15.45,4.7,70.87,5.19,0,0,4.61,17.28,10.2,0,0,1.8,49.33,16.62,8.94,2.47,129.27,0,15.98,15.96,0,2.13,146.72,0,0,0.9,0.56,0,8.47,6.82,1.78,20.84,1.47,36.63
120,0,0,0,61.22,7.79,0,39.25,2.94,5.82,0,138.02,2.52,0,0,1.11,8.51,29.65,4.94,1.16,7.7,54.7,0,0,4.64,240.13,7.55,22.02,14.65,0,0,114.84,0,0,0,2.35,0,12.11,7.82,0,14.85,4.44,3.58
