stage,axial,blastomeres,endoderm,epidermis,eye,hatching.gland,heart,ionocyte,muscle,neural,notochord,paraxial.mesoderm,periderm,pronephros,somites,vasculature
  3-4,14.29,242.54,0,0,0,0,0,0,0,0,0,0,39.98,0,0,0
  5-6,36.99,950.44,0,0,0,0,0,0,0,21.23,0,18.03,9.07,0,0,0
  7-9,25.68,51.46,17.46,0,63.44,39.69,0,0,0,588.52,29.3,170.73,3.89,0,0,0
 10-12,0,14.7,8.7,0,17.96,7.82,0,0,0,261.81,27.23,137.43,0,7.02,0,0
 14-21,0,0,0,0.9,0,0,0,0,0,1.96,0,0,0,0,0.81,0
 24-34,0,0,0,0,0,0,2.52,0,0,1.02,0,0,0,0,0,1.24
 48-58,0,0,0,0,0,0,0,0.39,0,4.31,0,0,0,0,0,0.66
 84-94,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0
