stage,eye,immune,lateral_line,mesenchyme,neural,otic
 48-58,0,0,0.4,0,0.8,2.6
 60-70,0,0,0,0,0,1.91
 72-82,0,0,0.5,0,4.52,3.9
 84-94,0,0,0.59,0,0,9.78
 96-106,0,0,3.82,0,0,14.69
108-118,0,0.58,3.44,0.47,0,12.56
120,3.63,0,8.49,0,0,26.98
