stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.56,111.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0,0,0
  5-6,6.34,179.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,7.11,0,9.04,0,0,0,0,0,0,0,0,0,0
  7-9,4.29,4.3,0,19.25,0,0,0,17.39,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,119.13,0,0,0,30.22,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,13.06,0,0,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.1,0,0,0,40.6,0,0,0,0,0,5.88,4.33,0,0,0,0,0
 14-21,0,0,1.07,0.96,13.82,0,0,8.09,0,0,0,1.49,0.98,0,0,0,0.8,0,0,0,0,8.49,0,0,9.59,96.65,0,0,0,1.7,0,0,0,18.85,2.88,14.96,29.47,0,0,5.53,0,0
 24-34,0,0,0,0.6,14.77,0.68,0,21.19,0,2.94,0,0.63,0.69,0,0.95,0,0,0.85,1.12,2.47,1.22,17.37,0.7,0.91,13.69,141.27,2.1,1.71,1.93,0,1.61,10.38,0,0.71,1.5,1.9,45.12,0,0,7.84,0,0
 36-46,0,0,0,0,15.54,1.99,0,18.36,0,3.2,0.82,14.13,0,0,0.75,0,0,0,0,5.5,0.66,15.02,0,1.73,10.06,92.09,1.32,1.63,4.97,0,0,4.47,0,0,0.82,0,27.31,0,0,0,0,5.3
 48-58,0,0,0.46,0,2.97,1.73,0,34.3,1.8,7.82,0.43,19.93,0.63,0.4,0.48,0,2.29,2.64,0,1.52,2.11,22.69,0.5,0,2.68,99.58,0,1.22,9.8,0,0,1.26,0,0,0,0,29.48,0,0,1.4,0,1.63
 60-70,0,0,0,0,20.29,1.32,0,66.17,0.64,0,3.76,30.06,0.68,0,0.88,0,0,0,2.29,0,0.71,32.29,0,5.13,4.17,50.82,0,2.41,11.07,0,0.84,0.7,0,0,0,0,9.65,0,0,1.08,0.59,18.38
 72-82,0,0,0.5,0,5.23,4.04,0,66.16,0,1.17,3.22,53.64,1.22,0,0.84,0.5,0,0,2.22,1.65,0,54.27,4.51,0,2,55.11,0,0.53,1.94,0,0,5.18,0,0,0.49,0,7.29,0,1.5,1.97,0.93,0
 84-94,0,0,0,0,11.53,4.79,0,36.14,0,9.77,2.18,34.08,1.45,0,2.61,4.63,0,1.48,2.53,0,3.19,41.19,0.98,3.54,1.33,31.54,2.79,0.71,2.18,0,0,10.5,0,0,0,0,3.49,0,0,3.33,1.41,1.61
 96-106,0,0,1.19,0,25.06,14.12,0,52.29,0,0.73,0.84,40.46,7.65,0,0,1.34,1.56,0.81,5.91,0,0,44.62,0,1.27,2.26,48.54,0.57,5.21,8.29,0,1.94,3.95,2.06,0,0,0,7.2,8.87,4.76,5.14,1.59,5.28
108-118,0,0,0,0,13.89,4.66,9.24,90.08,0.5,3.8,4.66,41.71,1.81,0,0,1.55,2.36,6.18,0,1.26,1.25,90.66,0,0,5.36,81.04,4,2.58,8.99,0,1.8,2.83,0,0,0,0,2.93,0.89,2.15,2.72,1.96,2.22
120,0,0,0,0,18.82,3.4,0,42.04,2.11,12.06,3.16,36.24,2.7,0,0,8.42,8.36,1.74,2.74,0,1.51,44.04,0,10.4,1.67,55.49,0,7.82,1.05,0,8.71,0,0,0,1.58,0,7.64,16.64,0,14.16,0,0
