stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,0,4.52,0,7.57,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.69,0,1532.59,9.94,0,0.85,0,0,0,1.06,0,5.93,0,0,3.36,0,0,0,0,0,21.62,0,4.43,60.72,9.61,0,0,0,0,1649.49,0,10.35,0,5.55,3,18.92,0,0,0,0,0
 24-34,0,1.47,2.53,24714.54,29.28,0,241.54,2.38,402.67,7.72,32.1,1.27,7.58,131.73,18.31,69.24,3.58,40.96,44.17,12.81,228.62,722.12,0,169.78,3322.17,41.26,63.76,25.69,0,0.99,38137.97,0,1.5,11.57,29.72,18.29,348.11,0,0,134.27,0,23.46
 36-46,0,0.85,0.63,75902.46,7.14,0,460.12,14.83,3123.27,5.47,118.98,0.82,9.59,311.82,14.84,433.26,29.07,176.75,34,35.83,287.4,1815.9,34.85,83.98,3690.11,85.32,258.19,33.39,0,8.6,86695.53,0.81,0,11.41,10.36,1.18,680.64,0,0,111.07,0,109.3
 48-58,0.39,0.44,0.72,112770.36,58.84,0,2859.2,16.6,7153.36,57.45,611.25,9.77,38.54,82.37,43.32,303.78,32.08,161.31,31.72,121.51,1085.72,1814.28,41.4,215.33,9288.27,261.29,45.39,50.81,4.77,21.52,109343.79,0,0,7.09,22.1,0,1832.95,0,6.43,136.96,0,461.7
 60-70,0,2.04,0,170105.01,81.21,0,4961.61,26.25,9448.51,96.07,752.92,20.66,83.89,12.68,52.16,673.79,58.66,378.05,56.31,67.47,1257.2,3811.11,71.11,158.1,7902.36,362.37,50.64,71.3,1.62,17.68,141211.28,0,5.3,26.72,15.96,0,1199.42,3.09,29.69,139.09,200.54,551.62
 72-82,0,10.34,0,168566.6,334.93,2.33,5404.3,55.12,10334.04,149.15,879.24,81.77,3.11,30.11,93.88,1664.16,59.66,170.44,76.86,45.51,1755.31,3421.75,153.34,168.61,9043.34,455.83,70.55,73.64,0,20.93,118750.68,3.31,0,33.27,55.67,0,704.54,225.94,41.64,349.5,55.81,598.42
 84-94,0,19.14,4.08,380518.93,598.39,11.3,4643.16,65.74,25624.7,80.31,723.3,214.61,14.99,32.25,131.34,6267.87,81.2,301.47,71.97,89.99,1681.78,7171.01,102.3,146.4,7301.48,498.51,85.09,122.58,0,36.03,403216.66,0,0,85.45,28.81,0,567.92,82.69,50.15,271.51,440.25,287.33
 96-106,0,23.48,1.03,382668.12,1591.7,163.87,7797.64,230.94,19143.84,169.77,1762.91,261.29,1.32,47.1,274.03,3836.89,123,328.27,867.57,38.73,2865.59,8601.84,146.34,312.28,13343.5,242.74,256.54,166.71,0,76.76,267925.68,13.57,0,88.78,85.06,0,453.21,452.59,90.07,597.52,149.86,596.34
108-118,3.46,19.22,0.49,371107.63,437.89,233.22,4244.02,59.21,23439.2,174.17,1078.15,255,0,46.83,160.35,5187.81,82.42,341.82,249.26,46.16,2470.88,6495.34,153.94,247.27,9394.26,153.52,138.97,101.21,0,81.43,227328.43,0.42,0,32.74,21.21,0,269.96,184.19,75.29,266.39,164.2,251.5
120,2.37,24.17,0,238012.98,443.75,46.06,2893.06,84.43,12579.39,347.21,1019.62,139.68,31.22,24.39,203.6,1614.31,35.9,103.15,244.05,10.92,1657.73,4168.78,105.73,232.34,8669.39,255.15,202.24,269.37,0,106.99,89262.76,0,0,47.64,3.5,0,196.04,28.2,50.9,306.14,108.51,122.22
