stage,erythrocytes,eye,glial,mesenchyme,neural,periderm,spinal_cord
  7-9,0,17.15,0,0,0,0,0
 10-12,0,0,0,0,5.47,0,0
 14-21,0,1.14,0,0,0,0,0
 24-34,0,0,0,0,0,1.47,0
 36-46,0,0,0,0,0,2.96,0
 48-58,0,0,0,0,0.56,5.47,0.86
 60-70,0,0,0,0,0,0,2.49
 72-82,0,0,0,0,0,6.52,0
 84-94,0,0,0,0,0,26.76,0
 96-106,7.38,0,0,1.67,0,21.06,0
108-118,0,0,1.24,0.94,0,16.81,0
120,0,0,0,0,0,3.96,0
