stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,10.06,270.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,183.02,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.43,0,4.22,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,91.79,0,0,0,11.73,0,0,4.3,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.22,0,17.51,0,0,35.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.86,10.78,0,0,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,1.72,20.6,3.33,3.51,0,1,0,1.32,0.96,0,0,0,1.26,0,0,0,0,9,0,0,3.4,57.36,0,0,0.95,0,0,0,0,3.21,0,2.53,2.97,20.85,0,0,2.76,0,0
 24-34,0,0,0,0.76,9.06,0.6,14.73,0,0,0,0,0.97,0,0,0,2.83,0,2.33,1.23,9.04,20.77,0.91,0,8.76,197.22,0.64,11.9,0,0,0,11.07,0,0,0,0.88,2.04,52.43,0,0,14.54,0,0
 36-46,0,0,0,0,0.59,0,29.43,0.67,0,0,11.87,0,0,1.87,0,0,0,0.65,1.24,1.74,34.17,0,0.74,9.68,327.11,0.57,8,1.79,0,0,15.95,0,0,1.03,0,0,74.03,0,0,1.21,0,0
 48-58,0,0,0,0,12.41,0,66.03,3.67,4.52,0.42,7.67,0,0,0.87,0,0.7,0,2.07,0,3.39,38.29,0,4.83,5.49,427.98,3.83,3.98,0.83,0,0,20.34,0,0,0.42,0,0,71.31,0,0.42,5.5,0,7.08
 60-70,0,0,0,0,4,2.2,137.29,2.36,3.94,1.92,27.46,1.26,0.66,0.6,0,5.1,0,1.68,0,0,47.71,0,0.93,10.52,458.99,2,0,0,0,0,19.11,0,0,0,0,0,68.83,0,0,0,0,0
 72-82,0,0,2.13,0,8.4,0.57,199.85,0.6,0,3.42,40.84,1.24,0,0,0.58,0,0,0.65,0,0,93.96,0,7.71,7.81,447.26,0,1.02,4.58,0,1.71,4.3,0,0,0.64,0,0,52.01,0,4.76,16.57,4.47,15.35
 84-94,0,0,3.71,0,8.68,0.57,108.62,0.56,1.92,1.85,28.5,3.47,0,0,4.32,0,0,1.05,10.88,0,90.16,0,2.8,12.32,277.46,0,2.65,4.83,0,12.37,19.93,0,0,1.07,0,0,18.26,5.15,4.14,12.57,2.05,0
 96-106,0,0,4.13,0,8.62,0,131.05,0.93,5.22,1.1,40.34,2.81,0,0,6.24,0.66,2.27,9.01,15.37,1.03,80.78,0.69,7.74,6.85,277.96,0.98,0.57,3.45,0,5.5,15.43,0,0,0,0,0,29.05,2.81,1.8,16.45,5.6,8.21
108-118,0,0,1.71,0,13.22,1.5,144.93,1.32,2.54,0.59,34.49,12.24,0,8.63,6.38,0.43,3.69,0.92,0.52,3.13,101.6,0.46,9.03,5.63,319.71,0.85,4.69,6.43,0,0,4.42,0,0,0.42,0.87,0,10.89,1.11,2.38,11.78,3.95,4.91
120,0,0,0,3.83,17.89,0,83.19,0,6.44,0,19.35,7.27,0,0,14.32,3.45,0,10.11,4.16,0,56.59,0,0,0,417.9,1.25,11.18,1.5,0,0,26.63,0,0,0,0,0,14.44,3.57,0,2.12,19.89,0
