stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,82.75,1231.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.34,0,0,0,0,0,0,0,0,0,0
  5-6,83.62,1401.94,0,13.2,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,187,6.07,0,0,20.05,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.77,12.53,0,49.91,0,0,137.14,0,0,0,0,0,48.44,0,0,0,0,0,0,0,0,0,0,0,1136.02,20.84,0,0,414.76,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,40.35,0,75.01,0,0,143.98,0,0,0,0,0,19.19,0,0,0,0,0,0,0,0,0,0,0,1276,77.27,0,0,466.34,0,0,3.57,53.8,0,7.22,0,0,0,0,0,0
 14-21,0,0,1.41,0,38.54,2.8,13.02,0,1,0,9.89,4.65,0,1.52,0,0,0,0,0,0.86,21.27,0,0,17.94,273.21,13.99,6.29,2.42,7.02,0,0,41.45,2.5,3.25,32.86,83.77,0,0,3,0,0
 24-34,0,0,0,3.35,3.42,2.24,46.38,0,1,0,8.03,1.19,0,0,0.71,1.29,0,1.2,1.38,0,42.26,0,0,14.63,528.8,8.83,1.27,3.03,0,0,15.51,0,1.6,0,3.92,108.48,0,0,2.37,0,0.77
 36-46,0,0,0,0,2.42,0,100.91,0,0,1.48,13.4,0,0,2.64,0,0,0,1.15,4.03,0.8,32.67,0,0.8,7.13,470.84,0.61,2.72,1.43,0,0,19.59,0,0,0,1.18,119.76,0,0,2.8,0,1.93
 48-58,0,0,0,0,7.56,4.28,164.83,0,0,0.51,26.43,0,0,0,0.38,4.58,6.37,1.7,3.04,0.48,41.39,0,1.06,6.5,440.15,0.42,2.86,2.5,0,0,7.33,0,0,0,0,101.04,0,0,0.49,0,1.64
 60-70,0,0,0,0,9.87,0,188.93,0,2.09,0.87,19.67,0,0.97,0,0.83,7.91,0.71,2.33,0,0,47.2,0,3.14,3.59,362.77,0,1.33,0.56,0,0,11.07,0,1.06,0,0,50.77,0,2.7,2.78,0,0
 72-82,0,0,1.09,0,5.77,6.48,171.36,0,1.07,0.71,31,1.23,0,0.9,1.86,0,0,0,1.46,0,51.5,0,0,3.33,322.97,0,0,0.49,0,0,2.49,0,0,0,0,16.65,0,0.5,9.49,0,0
 84-94,0,0,1.29,0,9.49,0.63,99.37,0,0.86,2.25,17.74,0.71,0,0,2.4,0,0,6.41,0,0,46.53,0,2.29,4.46,173.07,0,0,2.57,0,0,5.76,0,0,0,0,30.12,3.03,1.8,5.03,0,0
 96-106,0,0,0,0,6.76,0,85.65,0.67,0.62,0.86,25.27,0,0,0,1.84,3.27,0,1.53,0.86,0,34.99,3.32,0,2.7,235.67,1.07,1.68,0,0,4.23,3.77,0,0,0,0,18.77,1.86,0,5.03,0,0
108-118,0,0,0,0,8.73,2.7,86.9,0,0,1.43,36.46,0.67,0,0,6.92,1.94,0.83,0,1.66,0,41.14,0,1.04,3.26,224.24,2.82,4.24,4.75,0,0,4.1,0,0.87,0,0,8.21,0,0,16.41,1.19,0
120,0,0,0,0,20.33,9.12,97.22,2.29,0,0,20.91,0,0,2.71,0,0,1.18,0,19.08,0,13.68,0,0,7.93,460.91,4.48,0,1.74,0,0,4.46,0,0,0,0,8.49,0,2.09,0,0,0
