stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,119.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.22,5.52,0,7.3,0,0,60.2,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,1116.35,0,0,0,77.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,68.33,0,38.1,0,0,117.8,0,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,7007.84,23.85,0,0,121.87,0,0,0,0,26.22,0,0,0,0,0,0,0,0
 14-21,0,0,0,141.62,3521.45,6.94,1299.62,0,1,0,57.16,1,5.09,79.51,0,49.23,0,0,0,0,515.46,3.91,0,260.77,6167.86,3.47,0,11.66,4.08,0,2.45,0,14.73,4.57,0,19.53,506.75,0,0,0,0,0
 24-34,7.05,0,0,189.38,731.09,11.78,1082.61,0,11.53,1.42,154.48,68.3,1.15,422.84,0,0,1.4,1.98,55.44,1.95,691.38,3.73,19.01,375.14,9480.36,190.65,3.7,67.78,2.99,12.85,11.31,0,0,29.54,5.07,6.08,1410.27,0,0,2.39,0,1.65
 36-46,0,0,0,29.51,359.67,0,462.43,1.07,20.32,3.59,417.09,154.61,0,554.49,13.86,0,0,0.75,56.14,7.71,703.95,2.97,32.56,252.02,4748.96,67.7,0.65,179.06,0,3.82,3.14,0,0,33.25,0,0,742.77,0,1.67,4.08,0,4.53
 48-58,0.77,0,0,7.07,207.23,0,233.96,0.94,14.55,4.95,618.34,201.81,0,265.52,0,0,4.88,0,20.14,0.5,813.75,1.17,19.55,185.61,1423.2,92.57,0,294.87,0,15.6,2.48,0,0,12.2,0,0,179.15,0,0.51,1.35,0,0
 60-70,0,0,0,0,113.26,0,97.92,0,15.07,4.82,362.32,201.65,0,87.6,3.71,0,0,0,10.57,0,1386.45,0,3.52,152.59,652.36,51.92,1.95,379.89,0,6.42,1.45,0,0,4.07,0,0,19.25,0,10.18,3.16,0,7.37
 72-82,0,0,2.71,2.05,13.96,0,115.01,0,3.1,0.9,194.15,136.96,0,11.33,0,0,5.15,0,3.49,3.49,1423.45,2.18,7.48,168.89,397.6,28.64,0,641.45,0,14.33,1.7,0,0,0,0,0,11.07,1.96,12.93,0,0,6.25
 84-94,0,0,0,6.1,27.54,6.62,187,0,4.13,0,144.87,263.95,0,25.91,0.92,1.56,0,0,6.81,0,1417.56,0,16.38,188.93,377.39,28.63,0,715.43,0,0,5.47,1.4,0,0,0,0,5.64,10.2,8.98,1.54,1.09,0
 96-106,0,0,0,14.96,33.51,2.52,139.38,0,1.51,10.68,178.55,105.19,0,12.36,1.25,0,0.6,0.75,1.98,0,1140.22,0,3.86,113.02,300.85,33.81,0.59,1095.07,0,4.62,6.47,0,0,2.91,0,0,4.91,0,0,1.45,1.62,0
108-118,4.61,0,0,17.49,18.47,0.69,156.87,0,0,5.3,199.48,62,0,6.06,0,0.45,0,0.43,7.49,0,1504.05,1.15,11.69,149.93,390.61,50.26,5.84,948.68,0,12.29,0.49,0,0,2.9,0,0,6.56,0.54,10.5,4.01,1.76,0
120,3.58,0,0,0,35.18,0,173.51,2.34,3.47,0,134.08,74.16,0,15.14,0,0,22.22,0,16.17,0,1373,0,42.3,87.29,465.65,105.2,0,1202.75,0,31.7,0,0,0,0,0,0,7.18,1.81,18,6.46,0,0
