stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,34.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0
  5-6,123.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5,0,4.77,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.43,0,0,0,80.46,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,8.28,0,0,0,0,0,12.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,6.25,0,0,100.57,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,4.78,29.06,2.11,0,14.08,0,0,0,21.92,2.82,0,1.92,0,0,0,0,0,0,8.11,0,0,5.77,447.83,4.15,0,0,2.85,0,0,16.21,0,10.24,15.91,125.86,0,0,4.1,0,0
 24-34,0,0,2.14,17.23,2.13,0,66.95,0,3.32,0,55.02,1.23,0,0.8,0.62,0.72,16.14,0,0.96,1.26,46.25,0,0,12.61,1500.23,26.39,4.44,4.74,0,0,0,1.52,6.03,0,5.17,376.2,0,0,14.38,0,1.97
 36-46,0,0,0,12.18,0,0,186.28,1.81,0.86,1.17,45.02,2.65,4.78,0.69,4.02,0,0,0,1.55,3.28,49.65,2.12,0.92,16.55,877.91,12.4,14.1,3.17,0,0.97,2.83,0,0.7,0,0,299.61,0,0,12.3,0,0
 48-58,0,0,0.43,16.87,0,0,340.28,0.59,5.86,1.91,62.59,0.39,0,2.19,11.24,0,0.41,0,0,12.21,86.83,0,0,5.21,401.96,21.88,11.57,4.72,0,0,2.14,0,1.59,0,0,136.69,0,0,5.55,0,11.15
 60-70,0,0.86,0,18.48,0,0,440.07,1.61,4.73,0.77,91.15,2.96,0,0,2.2,0,2.82,0,0,7.27,173.52,0.62,6.8,5.98,292.75,15.36,14.45,37.05,0,0,0.58,0,1.31,0,0,31.63,0,3.18,18.16,0.64,6.86
 72-82,0,0,0.56,8.71,0,0,170.78,0,1.18,1.21,59.97,5.28,0,0.58,4.56,1.92,2.38,1.87,5.43,2.19,235.14,1.35,1.15,10.93,224.62,5.78,16.65,11.09,0,2.24,6.97,0,1.22,0,0,15.82,0,2.62,18.54,4.4,3.97
 84-94,0,0,0,30.61,0,1.52,161.58,0,7.92,6.55,54.49,8.21,0,0,15.81,4.17,3.28,0.9,2.1,2.53,180.15,4.78,3.26,12.94,175.31,15.38,25.98,18.03,0,0,2.01,0,1.35,0,0,16.49,0,1.78,17.81,7.65,0
 96-106,0,0,0,15.75,0,2.29,127.1,2.82,1.88,2.62,73.35,13.21,0,7.27,20.43,2.78,0,0,1.65,8.73,211.48,0,4.53,24.98,149.31,11.17,42.68,18.16,0,0,11.33,0,1.83,0,0,18.22,0.87,6.52,32.36,8.19,0
108-118,0,2.95,0,48.75,2.74,12.92,156.59,0,6.41,4.26,71.26,5.76,0,0,22.25,8.55,1.89,0.96,7.14,1.61,224.45,1.72,3.17,12.19,221.18,14.14,22.1,25.25,0,6.16,4.81,0,0.47,0.43,0,11.26,2.19,0,27.18,10.67,2.24
120,0,0,0,55.05,0,5,134,1.47,5.74,1.49,145.36,13.66,0,7.73,59.24,5.18,4.11,9.45,1.67,0,224.94,0,0,9.59,230.96,50.14,40.11,34.01,0,0,4.95,0,5.54,0,0,29.36,0,8.43,26.37,10.74,0
