stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,38.16,528.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.28,331.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,12.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.58,0,0,10.19,0,0,0,22.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.98,8.79,0,0,34.57,0,0,12.99,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.35,0,18.91,0,0,0,48.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.26,44.7,0,0,83.98,0,0,3.78,0,30.22,0,9.11,0,0,0,0,0,0
 14-21,0,0,0,6.35,24.39,1.76,0,6.61,0,0,0,2.81,0,0,0,0,0,0,0,0,20.16,0,0,5.23,145.53,7.6,0,0.97,0.89,0,0,0,9.31,2.09,0.88,13.38,53.65,0,0,3.66,0,0
 24-34,0.88,0,0,0,15.72,0,0,16.09,0.72,2.92,0.62,21.64,0,8.97,0,0,0,0.72,0.69,3.75,39.39,0,0.91,17.15,336.17,4.54,0,4.83,0,0,3.07,0,0,0,0.67,1.37,80.07,0,0,9.18,0,0
 36-46,0,0,0,0,5.45,0,0,35.16,2.75,1.06,2.42,45.75,0,0,0,0,0,8.57,0,13.19,40.6,0,0,6.91,342.56,6.22,0,2.98,0,0,0.9,0,0,1.85,0,0,112.72,0,0,15.72,0,1.46
 48-58,0,0,0,0,11.04,0,0,79.2,0.53,1.47,0.88,76.5,0,0,0,0,0,3.46,0,14.33,50.45,0,2.38,6.74,168,5.23,1.27,9.83,0,0,3.93,0,0,0.45,0,0,96.41,0,0,18,0,4.72
 60-70,0,0,0,0,2.24,0,0,63.19,2.24,8.1,0,79.88,0,5.1,0.76,0,0,4.17,0,0,61.93,0,0,5.98,80.46,2.76,0,0,0,0,0.85,0,0,0,1.63,0,49.16,0,2.25,24.52,0.81,17.2
 72-82,0,0,0,0,5.93,0,0,69.27,1.4,6.63,6.4,87.02,0,0,0.69,5.19,0,16.11,0,1.56,118.7,0,2.39,3.08,74.81,1.39,0.79,10.11,0,0,0.66,0,0,0,2.68,0,29.91,0,0.89,54.98,4.69,4.01
 84-94,0,0,0,0,13.68,0,0,75.17,3.03,3.51,0,51.63,0,0,4.13,3.12,1.57,1.48,0.6,33.61,71.78,0,0.95,5.91,71.54,6.16,0,1.15,0,0,1.49,0,0,0,0,0,17.28,0,0,24.19,0,7.08
 96-106,0,0,0,0,12.8,0,0,61.51,2.4,8.86,0.62,81.28,0,0,1.41,0.68,0,4.95,0.99,8.01,105.34,0,0.7,2.08,88.85,0,0,13.29,0,2.84,5.8,0,0,0,0.57,0,23.43,0,6.62,25.43,1.49,7.76
108-118,0,0,0.57,0,18.72,1.18,1.11,77.21,1.51,1.84,4.72,76.88,1.23,0,0.89,11.47,6.9,7.05,1.72,28.73,81.17,2.35,2.86,7.76,111.17,10.39,0.86,5.19,0,4.26,0,0,0,0,1.7,0,5.76,1.74,1.3,33.93,2.22,9.92
120,0,0,0,0,29.21,0,0,81.78,1.25,9.9,0,98.24,4.04,0,0,2.5,10.75,19.08,0,1.51,46.71,0,0,18.06,185.06,8.76,0,16.98,0,0,0,0,0,0,0,0,15.95,0,1.54,52.63,0,1.64
