stage,endoderm,eye,ionocyte,lateral.line,mesenchyme,neural,otic,spinal.cord
 10-12,10.79,0,0,0,0,23.07,0,0
 14-21,0,0,0,0,0.95,0,0,0.93
 24-34,0,0.63,0,0,0,1.63,0,0
 36-46,0,0,0,0,0,0.66,1.46,3.78
 48-58,0,0,0,0,0,0,2.28,0.71
 60-70,0,3.79,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,0.78,0
 84-94,0,0,1.86,0,0,0,3.38,0
 96-106,0,0,0,0,0,0,5.45,0
108-118,0,0,0,0.63,0,2.48,5.36,0
120,0,0,0,0,0,0,4.96,0
