stage,eye,fin_epithelia,glial,lateral_line,mesenchyme,neural,olfactory,paraxial_mesoderm,pronephros,somites,spinal_cord
 14-21,0,0,0,0,0,1.18,0,0.87,0,0,1.51
 24-34,0,0,0,0,0,0,8.49,0,0,0.63,0
 36-46,0,0,0,0,0,3.72,5.75,0,0,0,0
 48-58,0.81,0.42,0.68,0,0,0.77,3.62,0,0,0,0
 60-70,0,0,0,0,0,0,1.29,0,0,0,0
 72-82,0,0,0,0,4.18,1.95,16.21,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0.9,0,0
 96-106,0,0,0,1.11,0,0,0.92,0,0,0,0
108-118,0,0,0,0,0,0,108.48,0,0,0,0
