stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,223.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,951.75,0,6.55,0,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,0,0,0,0,0,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,277.5,461.04,0,508.5,0,38.74,0,5634.9,0,0,0,0,0,1493.31,0,0,0,0,0,0,0,0,0,0,0,10039.64,107.92,0,0,192.77,0,5.76,0,0,0,0,0,0,0,0,0,0
 10-12,47.75,401.47,0,377.22,0,38.08,0,6273.17,0,0,0,0,0,813.45,0,0,0,0,0,0,0,0,0,0,0,15030.16,76.57,0,0,265.9,0,8.1,0,18.75,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.41,105.2,11.31,0,139.84,0,0,0,0,0,8.13,0,0,26.19,0,0,0,0,35.22,9.19,0,5.77,1534.36,1.41,0,0,0,0,0.85,6.99,0.89,0,4.93,167.08,0,0,0,0,0
 24-34,0,0,0,0,11.33,1.54,0,488.95,0,0,1.62,0.67,0,2.28,0,0.98,57.76,0,0,0.9,3.35,12.79,4.68,0,12.36,2140.72,0,5.27,0,0,0,15.31,0,2.65,1.16,0.9,186.38,0,0,2.99,0,0
 36-46,0,0,0,0,9.04,1.32,0,2934.16,0,1.75,0,159.06,0,0,0,8.1,18.23,0,0,0,0,29.27,0.89,0,15.31,3045.12,0,0,0.62,0,0,8.59,0,0,0,0,160.71,0,0,1.54,0,0
 48-58,0,0,0,0,11.51,3.7,0,6187.03,0.42,22.87,0,355.12,0,0,0,3.11,1.29,2.22,0,0,18.75,33.36,1.59,1.73,20.73,4019.04,1.99,14.25,3.97,0,0.56,21.09,0,2.7,1.16,0,118.11,0,0,8.68,0,20.79
 60-70,0,0,0,0,13.1,0,0,5677.54,0,1.57,0,166.26,0,0,0,0,9.08,2.99,0,0,14.38,40.53,0,6.3,1.12,3787.5,0.7,1.98,0,0,0,6.15,0,4.44,0.98,0,31.16,0,3.36,14.07,0,8.88
 72-82,0,0,0.64,0.75,23.49,7.01,0,4253.91,1.5,0,0,193.98,4.81,0,0.5,0.5,3.43,2.27,1.79,10.65,0,38.28,1.03,1.43,1.67,3244.66,0,1.67,4.16,0,0,3.29,0,0.64,0,0,36.04,0,1.59,4.25,1.12,27.82
 84-94,0,0,0,0,32.86,20.72,0,2615.3,4.8,0.82,9.45,168.08,0,2.11,0,5.79,0.75,3.64,1.61,0,0,38.29,1.51,5.19,5.52,2106.66,0,4.02,6.28,0,8.63,18.32,0,2.07,0.69,0,49.17,0,2.46,13.11,6.22,14.23
 96-106,5.36,0,0.95,0,38.76,18.95,0,2219.11,2.76,3.05,3.35,152.49,2.74,0,8.2,7.2,5,0,2.23,0,0,42.81,6.95,1.25,1.77,1875.18,0,1.55,1.78,0,0,3.9,0,0,0,0,22.51,0.56,2.02,3.78,0.93,8.56
108-118,0,0,0,0,9.8,4.59,0.9,2017.94,0.76,1.37,0,174.03,0.71,0,0,0.65,1.72,0,0.65,0,0,38.23,0.45,3.83,9.24,2365.59,0.54,4.21,4.17,0,0,3.39,0,0,0.44,0,7.39,0,0,9.58,0,5.99
120,1.19,0,0,0,42.81,1.91,0,1672.7,5.72,2,3.73,292.28,0,0,0,1.97,1.41,0,3.12,0,0,42.76,0,3.2,11.33,2756.45,0,23.54,0,0,0,0,0,1.13,0,0,1.81,0,0,0,0,0
