stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,206.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,189.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,38.21,0,0,0,0,0,65.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.59,0,0,0,29.42,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,13.05,0,13.45,0,0,0,104.83,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,555.52,3.14,0,0,64.18,0,5.07,0,0,4.18,0,7.28,0,0,0,0,0,0
 14-21,0,1.69,4.62,30.32,3.34,0,21.54,0,0,0,0,0,0,0,0,0,0.87,0,20.4,2.53,21.45,0,0,7.77,533.95,0,16.15,3.58,2.29,0,0,1.3,0.93,0,0.81,2.64,147.12,0,0,0,0,0
 24-34,0,3.78,2.21,17.11,1.27,0,36.14,0,0,0,1.33,0,0,0,0.8,0,1.15,0,44.56,1.99,77.6,0,0,17.01,2583.43,0,67.25,3.72,0,0,12.49,0,0,0,0,0,362.69,0,0,6.98,0,0
 36-46,0,2.08,0,8.98,0,0,152.41,0,1.39,1.74,8.93,0,0,0,0,0,0,0,24.43,0,48.7,0,0,12.09,7504.84,1.59,41.65,4.69,0,0,4.96,0,0,0,0.97,0,798.38,0,0,5.86,0,15.02
 48-58,0,0,0,42.5,0,0,643.51,2.58,7.21,6.7,86.63,0,0,7.89,4.12,0,3.62,6.25,18.63,9.83,102.93,0,11.05,27.37,10667.81,3.31,20.49,6.9,3.66,0.53,22.63,0,0,0,6.16,0,1053.33,0,0,9.41,0,34.9
 60-70,0,1.77,0,13.44,4.22,0,682.12,6.72,4.42,2.68,40.6,0,0,2.9,0.7,0,2.85,0,2.31,11.94,44.06,2.49,3.78,11.77,11838.63,0,20.66,8.53,0,2.4,11.58,0,0,1.06,0,0,987.69,0,3.93,1.72,2.15,10.96
 72-82,0,5.06,0,35.83,17.53,0,520.74,0,0,7.25,78.26,4.44,0,2.25,3.45,0,5.74,0.67,10.07,0,103.06,1.89,0,7.32,7276.27,0.72,18.33,6.08,0,1.4,5.26,0,0,0,0,0,462.86,2.87,0,5.92,2.95,29.16
 84-94,0,8.75,0,26.41,15.69,0,578.09,1.58,12.37,5.43,77.55,3.16,0,1.31,1.5,1.52,9.87,6.89,9.55,0,84.53,0.74,1.58,9.91,4431.2,0,21.26,8.24,0,0,24.17,0,0,0,1.73,0,285.7,0,2.93,2.27,0,9.74
 96-106,0,6.34,0,45.21,23.24,0.63,388.72,1.19,0.82,8.7,68.76,4.27,0,0,1.61,0,2.13,0.97,15.63,7.33,67.63,0,1.82,7.77,3224.11,0.81,13.78,3.63,0,10.59,14.69,0,0,0,4.93,0,69.43,2.03,2.52,5.49,2.68,0
108-118,0,2.19,0.45,24.42,11.96,0.95,319.2,0,0,11.1,35.06,0.52,0,1.91,2.67,0.54,3.64,0,4.59,0,62.65,0,6.61,0,4318.11,0,19.5,0.78,0,1.82,5.74,0,0,2.55,0,0,93.47,2.7,0.45,8.91,0.73,1.73
120,0,0,0,46.76,5.94,1.71,481.41,2.98,3.53,17.76,61.1,6.68,0,0,0,0,0,0,0,0,110.64,1.72,0,17.74,5977.47,0,6.07,0,0,8.63,9.42,0,0,0,7.71,0,88.47,0,0,4.18,0,0
