stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,355.76,4737.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.24,0,0,0,0,0,0,0,0,0,0,0
  5-6,109.85,1206.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.39,21.92,0,0,12.41,84.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,3.65,0,3.78,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,130.01,13.09,0,0,39.49,225.66,55.11,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.72,0,25.43,0,0,0,7.64,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,833.27,16.31,0,0,45.54,107.28,4.8,0,8.74,0,5.78,0,0,0,0,0,0
 14-21,0,0,0,8.51,1792.47,1.14,0,7.17,0,13.97,0,2.9,8.78,1.68,0,1.66,30.63,0,0,3.23,0,4.13,8.27,0,1.82,44.17,3.78,1.13,1.12,0,1057.31,7.62,15.29,0.89,0,5.37,15.68,0,0,0,0,0
 24-34,0,0,0,5.81,796.62,1.41,0,11.25,0,67.37,0,4.42,3.21,12.06,2,13.4,23.03,0,2.43,4.75,0,8.1,18.88,0,5.75,129.62,0.95,9.67,2.8,0,989.2,0,0,6.07,0,0.66,6.24,0,0,4.63,0,0
 36-46,0,0,0,1.11,281.25,0,0,9.11,0,83.86,0,2.81,3.6,0,1.7,12.99,6.91,0,7.98,0.59,0,4.19,11.62,0,1.55,98.39,0.55,14.5,1.19,0,1075.46,1.61,0,7.12,0,0,12.61,0,0,11.36,0,0
 48-58,0,0,0,1.04,220.33,0,0,21.27,1.36,75.75,1.03,3.41,4.08,8.5,0,17.97,4.47,0.92,5.78,4.98,0,17.72,7.26,0,0.71,110.78,0,4.38,10.5,0,820.9,0.56,0,1.33,0,0,19.04,0,0,4.24,0,2.15
 60-70,0,0,0,0,222.03,0,0,13.66,0,97.43,0,4.74,8.68,0,0,14.7,32.32,0,6.5,1.73,0,32.65,19.67,0,0.61,69.06,0,3.7,0.78,0,910.84,0,0,9.56,0,0,14.77,12.11,0,0.79,0,0
 72-82,0,0,4.55,0.56,218.76,0,0,37.27,0,71.74,0.62,1.82,35.58,1.61,0,19.83,22.93,0.93,12.93,3.68,0,59.14,14.43,0,4.16,69.05,0,7.62,3.75,0,931.26,0,0,0.53,0,0,6.6,10.71,0,5.34,0,0
 84-94,0,0,7.93,0,474.27,1.26,0,30.46,0,155.06,0.94,19.61,74.23,6.2,0,37.03,54.27,0.57,14.94,3.98,2.42,87.74,45.18,6.02,1.2,31.83,0,24.77,12.51,0,3095.19,0,0,2.84,0,0,0,28.45,0,10.34,4.25,21.3
 96-106,0,0,4.68,1.92,470.78,26.96,0.9,72.4,0,154.3,1.02,13.83,81.51,0,0,35.37,52.43,1.03,20.19,7.76,0,76.25,53.82,0,3.31,111.84,2.6,11.91,5.17,0,3006.07,0,0,2.16,0.69,0,0.94,39.61,5.23,6.13,1.94,14.6
108-118,0.67,0,5.33,2.12,466.96,4.77,0,29.34,0,216.31,1.21,17.41,97.3,0,0,42.79,59.36,0,9.89,14.91,0.97,69.64,66.66,2.15,2.47,91.37,0,6.21,1.8,0,2567.05,0,0,1.48,0,0,1.33,29.14,2.74,11.73,3.6,0
120,0,0,0,0,364.4,8.22,0,9.35,0,181.38,8.63,3.38,68.71,0,0,73.32,35.59,0,12.04,0,0,53.8,37.47,0,0,90.98,0,9.38,0,0,1514.9,0,0,4.93,0,0,0,17.12,0,7.69,0,0
