stage,blastomeres,epidermis,eye,fin_epithelia,mesenchyme,mural_cell,neural,spinal_cord,vasculature
  5-6,6.89,0,0,0,0,0,0,0,0
  7-9,5.69,0,0,0,0,0,0,0,0
 14-21,0,1.94,0,0,0,0,0,0,0
 24-34,0,0,1.04,0,0.79,0,1.95,0,0
 36-46,0,0,0,0,0,0,3.89,0,0
 48-58,0,0,1.47,2.25,0,4.39,1.87,0,0.52
 60-70,0,0,3.23,0,0,0,0,2.83,0
120,0,0,0,0,0,0,3.23,0,0
