stage,eye,glial,mesenchyme,neural,olfactory,otic,paraxial_mesoderm,spinal_cord
  7-9,0,0,0,7.32,0,0,3.97,0
 10-12,0,0,0,5.49,0,0,4.1,0
 14-21,0,0,0,0.83,0,0,0,0
 24-34,0,0,0,3.51,0,0,0,0
 36-46,0,0,0.7,3.05,0,0,0,0.57
 48-58,0,0.51,0,0.86,0,0.48,0,0
 60-70,0,0,0,11.61,0,0,0,0
 72-82,0,3.05,5.61,0,0,0,0,0
 96-106,1.36,0,0,6.44,0,0,0,0
108-118,0.6,0,0,4.35,6.48,0,0,0
