stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,61.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.63,83.96,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,8.42,10.41,0,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,472.07,5.77,0,110,0,0,0,10.22,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,114,181.04,0,0,17.55,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,59.24,0,15.3,0,0,0,0,0,0,0,10.46,0,0,0,0,0,0,0,0,0,0,0,106.34,80.01,0,0,8.19,0,5.16,11.88,0,21.87,0,0,0,0,0,0,0
 14-21,0,0,0,5.78,435.4,0.9,0,0.85,0,0,0,0,1.5,0,0,0,6.74,0,0,0,0,7.68,3.3,0,3.84,20.91,5.54,0,0,0,0,174.19,1.38,4.87,17.22,2.28,8.99,0,0,0,0,0
 24-34,0,0,0,4.24,70.01,0.81,0,1.48,0,0,0,0,0.92,0,0,0,14.87,0,0,2.67,17.26,22.12,12.24,0,6.75,75.19,0.6,0,4.87,0,2.97,159.56,0,0,69.22,0,7.2,0,0,3.51,0,0
 36-46,0,0,0,1.81,21.77,0.71,0,3.61,0,0,0,4.16,0.83,0,0,0,25.93,0,0,0.69,120.13,37.09,9.11,0.89,5.36,232.91,0,0.84,1.92,0,0,143.67,0,0,63.74,0,19.93,0,0,0.71,0,3.03
 48-58,0,0,0,0.63,23.76,0,0,16.5,0,0,0.41,6.55,5.63,0.37,0.89,0,12.07,5.36,0.5,0,195.08,112.35,11.77,0.75,13.48,212.7,0.57,0,1.35,0,0,93.69,0,0,37.85,0,21.78,0,0.49,0.41,0,11.93
 60-70,0,0,0,0,16.74,0,0,35.76,0,2.64,2.16,12.34,16.52,0,0.76,2.56,50.28,1.16,1.27,9.64,128.33,114.91,9.22,7.24,5.87,180.1,0,0,0.57,0,3.31,80.03,0,0,38.1,0,36.09,0,0,3.9,0,33.57
 72-82,0,0,0.61,0.93,37.61,0.67,0,65.37,0.5,2.18,14.29,25.12,17.08,1.7,1.02,1.24,82.17,0,5.72,4.68,179.32,274.83,20.82,2.48,34.64,307.58,0.53,0.5,26.21,0,2.41,118.55,0,0,45.08,0,35.1,0,2.61,4.77,1.18,59.77
 84-94,0,0,0,2.81,115.6,2.9,2.35,40.32,0,8.89,7.04,4.88,28.38,6.79,0,3.77,117.66,0.76,7.02,10.04,318.72,210.14,42.8,8.47,24.5,190.19,0.89,2.77,10.71,0,1.75,250.17,0,0,86.15,0,55.77,1.96,2.05,0.57,3.43,16.9
 96-106,0,0,0,3.39,221.47,5.18,2.2,61.46,0,13.09,27.77,55.04,33.6,0,1.65,7.39,182.44,0,5.7,38.57,189.62,319.37,64.27,6.46,29.46,284.66,0.69,7.26,24.7,0,1.58,247.8,0,0,103.27,0,25.08,0.66,3.55,4.56,4.25,59.24
108-118,0,0,1.37,6.25,226.69,7.35,3.75,112.45,0,10.83,22.56,72.75,77.68,0,0,2.31,161.47,0.82,1.23,23.93,417.24,369.75,55.02,7.67,30.58,429.03,3.86,5.66,29.38,0,0,230.2,0,0,111.72,0,36.44,2.45,6.25,18.91,0.85,71.63
120,0,0,0,0,172.62,0,1.61,87.23,0,9.87,29.99,117.39,44.05,0,0,1.25,79.88,2.67,0,10.54,232.51,300.06,19.58,7.87,21.63,398.7,15.34,15.37,23.65,0,0,88.61,0,0,88.18,0,6.62,1.3,5.4,35.02,14.75,16.29
