stage,blastomeres,endocrine_pancreas,eye,glial,mesenchyme,muscle,neural,somites,spinal_cord
  7-9,8.85,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,1.04,0,2.04,0
 24-34,0,0,0,0,0,0,1.96,0,0
 36-46,0,0,0,0,0,0,8.67,0,1.1
 48-58,0,0,0.91,0,1.84,0,6.09,0,0
 60-70,0,0,0,0,1.49,0,40.36,0,1.15
 72-82,0,0.71,1.29,0,6.51,0,37.05,0,2.72
 84-94,0,0,0.72,0,7.47,0,35.35,0,2.91
 96-106,0,0,0,0,0,0,16.02,0,0
108-118,0,0,0,4.48,0.74,0,19.01,0,0
120,0,0,8.33,0,0,0,51.44,0,0
