stage,eye,fin.epithelia,glial,mesenchyme,mural.cell,muscle,neural,paraxial.mesoderm,spinal.cord,vasculature
  7-9,0,0,0,0,0,0,0,3.96,0,0
 14-21,0,0,0,0,0,0.85,0,0,1.55,0
 24-34,0,0,0,0,0,0,1.43,0,0,0
 48-58,0.94,0,0,0.39,0,0,3.96,0,0,1.82
 72-82,0,0,0,0,0,0,1.62,0,0,0
 84-94,2.8,2.34,2.75,0,0,0,0,0,0,0
108-118,0,0,0,0,1.23,0,0,0,0,1.48
