stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,9.59,68.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,11.51,52.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.45,3.43,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.19,0,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.56,8.14,0,0,34.07,0,0,5.62,0,5.84,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,19.51,1.87,0,11.97,0,0,0,1.94,0,1.15,0,0,0,0,0,0,4.2,0,0,14.19,24.92,0,0,0,0,0,7.58,0,9.5,9.34,3.42,21.74,6.26,0,0,0,0,2.62
 24-34,0,0,0,0.93,21.03,1.87,0,11.76,0,1.44,0,0,0,3.23,2.37,4.33,0,1.69,0,0,9.38,0,0,4.79,51.73,2.06,0.69,1.09,0,0,15.91,0,0,0.66,2.19,8.75,5.46,0,0,8.3,0,0
 36-46,0,0,0,0,21.9,0,0,9.08,0.94,9.06,0.82,2.95,0,1.45,0.98,3.64,0,3.76,1.14,0,10.79,0,0.8,1.55,59.6,1.01,2.73,1.46,0,0,23.18,0,0,0,0,0,15.4,0,0,6.23,0,0
 48-58,0,0,0,0,11.78,0,0,23.5,1.48,3.19,0.4,9.58,0,0,0.55,0,0,0.5,0,8.29,5.29,0.41,1.67,2.04,33.22,0,0,6.74,0,0,18.82,0,0,0,3.93,0,6.27,0,0,5.87,0,0.48
 60-70,0,0,0,0,20.69,0.72,0,16.39,0.64,4.32,0.84,2.92,0.63,0,9.62,0,0,2.71,0,0,24.76,1.27,1.84,0,36.19,0,0,1.67,0,0,17.95,0,0,0,1.5,0,5.39,0,0,5.26,0,0
 72-82,0,0,0,0,11.62,13.63,0.9,7.72,1.84,10.64,4.88,10.27,3.3,0.58,8.6,0,0,1.04,0,0,30.21,0,0,0.69,15.84,0,2.63,4.65,0,0,10.34,0,0,0.73,3.1,0,6.64,0,0,15.97,0,0
 84-94,0,0,2.24,0,21.57,1.61,0,36.88,0,9.9,0,6.63,2.56,0,10.48,2.65,0.62,0,0,0,37.89,0,0,0,30.94,1.37,0,8.46,0,0,29.19,0,0,4.61,0,0,1.5,0.78,0.59,18.3,3.29,0
 96-106,0,0,0.74,0,15.38,19.21,0,14.98,0.83,0.57,0,19.18,7.67,0,13.78,3.44,2.72,0,2.19,0,21.04,4.36,0,3.83,22.53,0,2.87,5.41,0,1.54,41.73,0,0,0,1.88,0,3.83,2.42,1.48,17.91,1.03,8.67
108-118,0,0,0,0,19.49,11.71,0,24.18,0.42,9.37,1.39,17.12,3.19,0,26.03,8.9,3.94,0,1.37,0,42.28,1.74,2.81,5.43,20.23,1.68,2.46,6.55,0,1.49,28.72,0,0,0.93,3.82,0,1.12,1.64,0,1.9,1.65,3.74
120,0,0,0,0,53.43,33.96,0,21.63,1.61,21.03,0,19.94,3.05,0,24.74,0,0,3.58,0,0,58.87,0,39.29,0,39.58,7.18,1.48,12.03,0,0,39.44,0,0,3.09,0,0,0,0,0,41.94,18.56,0
