stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,196.15,3683.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.05,0,0,0,0,0,0,0,0,0,0
  5-6,54.3,1507.54,0,0,0,0,0,0,0,0,0,0,0,51.75,0,0,0,0,0,0,0,0,0,0,0,24.11,0,0,0,9.89,0,63.41,0,0,0,0,0,0,0,0,0,0
  7-9,16.79,0,0,12.39,0,0,0,8.13,0,0,0,0,0,15.45,0,0,0,0,0,0,0,0,0,0,0,69.75,8.96,0,0,53.73,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,107.34,0,0,0,0,0,0,0,0,0,0,0,148.7,3.92,0,0,44.67,0,0,0,8.76,0,10.47,0,0,0,0,0,0
 14-21,0.89,0,0,0,4.34,12.36,0,9.7,0,0,0,0,0,56.79,6.85,0,0,0,0,0,1.05,16.11,0,0,20.55,93.68,0.86,0,0,0,0,0.91,15.8,17.91,18.78,53.21,16.69,0,0,7.85,0,0
 24-34,0,0,0.8,0,2.49,2.06,0,18.94,0,0,0,1.95,0,10.08,15.54,0.71,1.3,0,0,0,2.97,24.07,1.74,0,14.4,140.2,1.57,0.99,2.99,0,0,1.35,0,1.43,0,8.61,35.34,0,0,61.74,0,0.78
 36-46,0,0,0,0,2.09,0,0,9.46,0,0,1.2,10.74,0,6.77,10.28,4.83,5.05,0.71,0,0,0,13.4,1.3,0,10.73,252.8,5.56,10.28,2.2,0,0,0.88,0.9,4.53,5.4,0,49.4,0,0,40.93,0,0
 48-58,0,0,0.4,0,0.78,0,0,46.78,2.73,0,2.65,21.17,0,1.26,9.13,7.96,0.38,0.4,0,1.39,0,33.53,5.28,0.83,6.67,408.06,4.33,5.61,1.69,0,0.96,0.5,0,0.93,1.35,0,96.02,0,0.77,19.6,0,4.97
 60-70,0,0,0,0,1.44,0.61,0,131.63,0,0,1.68,54.05,2.74,0,8,7.53,0.6,0.61,0,2.44,0,59.77,0,0,5.71,489.61,0,7.99,6.18,0,0.66,2.92,0,2.38,0.86,0,91.91,0,1.58,13.87,0.81,2.89
 72-82,0,0,0,0,6.55,6.52,2.48,148.87,3.01,0.62,1.84,36.55,3.55,0.65,19.37,9.33,1.16,0,1.49,0,5.12,105.04,2.58,4.62,7.03,365.41,0,12.21,19.61,0,0.72,3.78,0,1.46,0,0,59.18,0.87,3.74,41.99,1.78,4.13
 84-94,0,0,4.15,0,3.99,11.68,0.6,110.55,2.83,0,3.75,18.89,3.14,3.37,12.05,9.07,1.25,5.57,0.55,0,1.24,95.06,5.14,11.2,17.67,260.08,2.97,4.49,20.74,0,0,6.52,0,3.8,0,0,9.9,0,8.71,20.93,6.13,6.59
 96-106,0,0,4.2,0,14.42,24.17,6.8,90.5,0,0,11.18,35.1,8.33,0,8.7,19.82,0,0,0.58,0,0.69,68.57,8.6,7.82,6.81,193.06,1.05,6.82,21.8,0,10.51,11.87,0,0.89,5.31,0,7.99,0,2.35,36.5,4.9,9.27
108-118,0,0,0.83,0,7.78,9.16,8.9,126.42,1.79,1.58,0,55.98,12.18,0,8.69,24.17,3.34,1.61,0.93,0.99,0,76.45,2.79,12.53,5.91,285.6,4.48,11.44,14.39,0,6.2,5.04,0,4.21,1.68,0,8.19,0,2.1,63.17,6.21,1.18
120,2.37,0,1.37,0,7.2,13.32,0,45.7,0,0,0,12.13,9.28,0,3.7,27.7,0,5.27,5.79,1.28,0,38.76,6.82,33.13,22.5,289.45,10.77,0,23.32,0,0,2.31,0,3.3,0,0,4.78,0,0,43.45,6.49,0
