stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,9.89,13.83,295.23,44.55,0,208.35,0,3.88,0,21.2,5.68,70.99,3.07,8.95,19.4,0.91,0,1.04,8.68,144.01,2.06,0,106.37,1287.71,39.97,9.19,24.95,18.65,0,245.59,71.15,22.61,19.22,137.87,290.09,0,0,13.78,0,13.23
 24-34,0,0,5.65,6.8,159.8,16.32,0,302.16,0,10.12,0.9,70.81,1.35,4.29,6.4,5.97,10.77,4.13,8.68,4.13,43.05,252.81,0.67,0.91,73.66,3018.68,33.54,23.05,33.75,0,0,68.36,0,8.97,3.81,21.27,565.89,0,0,85.75,0,29.07
 36-46,0,0,2.76,0,85.9,30.73,0,573.46,3.67,12.07,12.64,102.19,1.06,0.62,2.65,20.69,8.43,18.72,1.58,6.59,8.49,190.79,1.91,3.61,43.37,2264.55,38.84,12.45,10.96,0,0.97,122.41,2.77,7.58,1.63,1.43,452.83,0,0,52.14,0,15.19
 48-58,0,1.29,1.25,0.51,141.27,18.51,0,1407.69,5.01,25.64,42.46,335.78,7.97,0.92,5.55,22.09,13.48,8.14,7.03,3.65,7.73,391,0.95,18.32,92.75,4855.49,36.31,9.53,21.26,0,0,65.25,0,11.48,0,0,746.36,0,1.91,48.58,0,23.32
 60-70,0,0,3.28,0,82.91,0,0,969.49,0,36.46,33.13,189.91,10.72,2,7.19,17.86,0,8.77,16.3,9.82,14.57,360.99,13,22.19,20.36,2084.83,13.84,3.04,34.65,0,8.82,190.9,0,0,0,0,248.6,1.44,2.07,36.25,0,3.42
 72-82,0,0,3.92,0.79,47.93,27.74,0,998.08,1.77,3.79,62.06,252.16,26.87,2.95,2,33.75,7.93,13.4,6.77,3.91,0,480.68,6.79,26.65,38.87,2344.66,3.48,10.85,28.84,0,16.78,36.94,0,2.88,0,0,132.33,3.05,6.23,40.3,6.38,7.88
 84-94,0.62,0,8.91,1.01,89.24,17.75,3.93,562.13,0.56,9.84,66.48,179.33,49.99,4.63,4.48,55.2,28.93,17.22,9.29,32.22,11.1,474.26,17.44,18.13,22.07,1429.13,17.36,10.59,43.27,0,2.3,239.28,0,10.88,5.42,0,54.34,2.78,14.92,34.82,6.61,3.24
 96-106,0,0,13.65,0,100.52,70.69,2.46,495.99,0,14.05,68.59,254.41,30.13,0,0.61,49.68,19.65,11.88,6.88,25.47,4.47,399.28,21.76,20.28,20.28,1551.8,12.22,11.45,37.81,0,24.6,426.83,0,6.11,0.64,0,14,2.62,16.2,57.04,21.93,24.4
108-118,0,0,11.82,0.74,112.16,72.3,21.36,458.97,1.85,12.31,60.81,234.69,49.04,0,3.1,52.31,9.42,11.1,12.02,52.44,11.8,419.44,37.62,8.94,33.3,1283.19,27.74,14.39,48.64,0,22.43,386.15,0,4.76,0.8,0,17.36,5.49,4.71,62.88,16.83,12.3
120,0,0,3.01,1.66,38.3,51.07,2.98,605.57,2.29,11.23,109.02,247.54,41.35,0,0,67.54,0,6.21,1.77,23.24,13.3,329.94,16.42,12.47,34.06,1419.77,28.79,1.62,26.79,0,0,126.03,0,0,0,0,25.6,1.81,7.84,47.63,3.15,2.85
