stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,44.25,526.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,0,0,0,0,0,0,0,0,0,0
  5-6,19.4,217.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66,0,0,0,0,0,7.83,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.72,11.2,0,0,24.05,0,3.31,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,20.17,0,0,0,0,0,0,0,0,0,0,0,263.95,0,0,0,37,0,0,5.47,0,3.37,0,0,0,0,0,0,0
 14-21,0,0,1.32,1.32,28.77,5.3,0,6.02,0,0,0,0.98,1.91,0,1.3,0,0.81,0,0,0,0,13.14,0,0,9.77,96.21,3.88,0.83,0.94,0,0,10.77,0,3.71,0,6.33,47.22,0,0,0.98,0,0
 24-34,0,0,3.04,0,10.51,1.41,0,38.4,0,2.55,2.33,6.79,1.08,0,2.27,1.61,13.17,0.92,0.93,2.05,4.24,38.24,2.42,0,20.44,491.27,0.64,21.08,6.47,0,0,37.68,0,0,1.56,2.12,98.31,0,0,19.39,0,3.07
 36-46,0,0,0,0,4.74,0,0,75.39,0,5.35,0.64,36.73,1.17,0,0,11.45,1.49,0.94,1.18,0,2.07,38.62,0.63,0.56,6.24,574.49,2.4,5.85,5.76,0,0,46.07,0,0,0.56,0,106.11,0,0,10.47,0,0.67
 48-58,0,0,0,0,15.41,2.7,0,188.87,0.84,5.09,5.67,48.54,0.92,0,1.56,0.58,1.38,6.21,0.45,3.64,9.66,57.91,1.39,1.95,16.66,749.31,3.22,4.07,9.66,0,0,32.88,0,0,2.09,0,135.16,0,0,14.42,0,5.93
 60-70,0,0,0,0,23.46,0.6,0,332.91,0.64,3.4,2.58,62.34,5.97,5.24,0.71,11.84,13.49,0.63,0,12.11,0,104.68,0,1.58,5.12,744.74,0,4.66,5.68,0,0,20.76,0,0,1.68,0,99.94,0,0.9,0.65,0,6.92
 72-82,0,0,2.17,0,6.88,18.65,0,393.35,0,9.78,11.32,69.26,5,0.59,2.93,2.52,0.64,0.73,1.95,1.35,5.19,140.17,2.18,7.16,7.79,626.44,2.79,8.64,3.99,0,0.87,14.63,0,0,1.12,0,74.43,2.92,4.48,10.96,4.81,3.17
 84-94,0,0,4.75,0,23.48,1.58,0,302.36,0,4.4,3.56,34.89,10.43,0,3.01,8.06,2.12,6.86,7.45,1.64,0,108.47,0.65,6.08,8.3,372.41,0,7.62,14.95,0,0.6,44.75,0,0,3.73,0,34.43,2.95,0.57,12.04,2.94,6.76
 96-106,0,0,0.94,0,15.78,18.7,0.66,213.19,1.25,6.37,5.18,53.69,2.67,0,8.14,6.08,5.38,1.25,1.52,1.41,0,127.99,1.68,1.96,12.6,327.62,1.19,9.3,7.69,0,0,44.31,0,0,1.33,0,21.93,6.17,1.15,15.16,4.83,0.58
108-118,0,0,1.72,0,26.16,4.33,11.42,197.72,0.58,2.85,2.63,61.24,9.71,0,0.8,12.8,14.55,9.5,2.3,4.53,0.53,123.94,1.83,7.68,9.02,520.96,0.85,2.98,25.13,0,3.72,24.64,0,0,0.42,0,7.11,1.72,2.1,13.41,4.52,9.91
120,0,0,3.99,0,38.46,2.66,0,140.65,2.57,4.6,20.84,67.49,11.18,0,1.61,44.1,3.99,0,0,2.21,0,141.31,1.65,9.41,20.83,647.79,2.24,4.55,5.49,0,0,42.76,0,0,13.97,0,22.78,0,6.25,17.34,10.18,7.34
