stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,12.26,0,65.38,0,0,0,0,0,8.17,0,0,0,0,4.09,36.78,28.6,228.84,0,4.09,0,4.09,89.9,10395.81,0,0,0,359.6,0,0,0,0,0,8.17,0,0,0
72hpf,124.1,19.26,0,36.37,7.49,67.4,2.14,0,0,0,0,0,0,0,25.67,104.84,19.26,230.01,0,6.42,6.42,1.07,6856.29,3747.48,0,5.35,0,469.64,0,0,438.61,2.14,13.91,58.84,0,0,0
21Day,141.88,2.68,4.02,68.27,0,85.67,8.03,0,1.34,0,4.02,4.02,9.37,14.72,13.39,57.56,13.39,348.02,1.34,0,20.08,1.34,2556.6,1576.79,1.34,14.72,0,271.72,113.78,1.34,298.49,12.05,38.82,54.88,0,0,12.05
3Month,0,0,0,1.6,0,0,0.32,0.32,1.6,0,3.2,1.28,0,2.24,0.32,0.32,0.64,10.88,0.32,0,0.32,0.32,11.84,8,0,0,0,0,0.64,5.44,4.16,0,0,6.4,0.64,0.96,0.64
22Month,0,0.55,0,2.19,0,0,0.55,0,2.19,0,8.2,0.55,0,3.83,0,0,2.19,10.93,0,1.09,1.09,0,11.48,10.93,0,0,0.55,0,0,2.73,16.4,0,0,1.09,0,0,0
