stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,2.14,1.07,0,0,0,0,0,0,1.07,0,0,0,0
21Day,0,0,5.35,14.72,0,1.34,0,0,0,9.37,0,0,1.34,0,18.74,1.34,0,6.69,9.37,2.68,0,0,1.34,0,4.02,0,0,0,0,1.34,1.34,0,2.68,0,0,0,4.02
3Month,3.52,4.8,158.69,363.78,0.64,0,14.08,0.32,0,802.11,27.52,0,217.89,40.63,41.59,1743.08,6.08,27.84,134.06,27.52,3.84,0,10.24,5.44,6.08,0,8.96,2.24,0,0.64,12.8,21.44,0.32,0,7.04,19.84,24
22Month,1.64,11.48,151.97,119.17,0.55,0,3.28,0.55,0.55,496.36,39.36,6.01,213.74,9.29,27.33,1867.92,4.37,4.92,72.71,26.24,1.64,12.57,28.43,0,1.64,0,9.29,2.73,3.28,0,3.83,14.76,4.92,2.73,0.55,0,9.84
