stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,24.52,0,0,0,0,16.35,1569.18,0,0,0,0,0,0,4.09,0,0,12.26,0,0,0
72hpf,10.7,0,0,6.42,3.21,5.35,0,1.07,0,0,0,0,0,0,4.28,12.84,0,8.56,0,1.07,1.07,0,571.27,419.36,6.42,0,0,5.35,0,0,32.09,55.63,2.14,9.63,0,0,0
21Day,6.69,1.34,0,8.03,0,2.68,0,0,0,0,0,0,1.34,1.34,0,4.02,0,12.05,0,0,0,0,265.03,113.78,6.69,1.34,0,1.34,12.05,2.68,22.76,17.4,2.68,2.68,0,0,1.34
3Month,0.64,0.64,1.28,7.36,1.28,0,0.96,1.6,0,0,9.28,2.24,0,5.76,0.64,2.88,2.56,2.56,0.64,0,0.96,0.64,7.36,4.48,14.08,0.96,0,0,0.64,132.46,3.84,0,0,2.88,0.64,23.36,1.28
22Month,0,0.55,1.09,9.29,0,0,0,18.04,1.64,0,70.52,2.73,3.28,6.01,0,1.09,7.65,7.11,0,2.19,0,0,6.01,2.19,21.32,0,1.64,0,0.55,59.59,5.47,0.55,0,1.64,0,0,3.28
