stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,20.43,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,8.56,5.35,0,0,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0
21Day,0,1.34,0,18.74,1.34,0,0,0,0,0,0,0,0,0,0,0,24.09,10.71,5.35,0,0,0,0,2.68,1.34,0,0,0,0,0,0,0,0,0
3Month,0,0.96,0.64,82.55,0,0.32,0.32,58.23,0.32,0,0,12.8,1.6,0.32,47.99,1.28,4.8,29.76,3.84,0.32,0,24.64,0.32,0.32,0,5.12,0,0,2.56,21.44,0.32,0.32,4.48,15.04
22Month,0,12.03,13.67,94.02,0,0,0.55,17.49,3.83,2.19,0,14.76,0,1.64,45.92,2.19,25.15,36.63,25.15,0.55,1.09,10.93,0,0.55,0,2.73,1.09,0.55,0,20.23,0.55,0.55,0,4.92
