stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,16.35,0,44.95,0,4.09,0,0,0,0,0,8.17,0,0,0,0,4.09,8.17,0,44.95,0,0,0,0,16.35,355.52,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,20.33,10.7,0,31.02,9.63,4.28,0,0,0,0,0,0,0,0,0,0,19.26,48.14,6.42,70.61,0,4.28,1.07,0,440.75,80.23,1.07,1.07,0,80.23,1.07,0,14.98,0,2.14,3.21,0,0,0
21Day,29.45,1.34,1.34,100.39,4.02,14.72,0,14.72,0,1.34,0,0,5.35,2.68,21.42,5.35,9.37,30.79,17.4,198.1,0,0,22.76,0,161.96,30.79,1.34,5.35,0,73.62,16.06,0,1.34,2.68,9.37,0,1.34,0,13.39
3Month,0.64,8,2.24,56.63,0.32,0,1.28,0.32,3.84,8.96,0,0,34.87,6.4,0.32,22.72,5.44,27.2,12.8,50.23,18.88,0.32,8.32,2.56,1.92,0.32,4.48,0,0,0,2.24,9.28,0.96,0,0,0.32,1.92,0.96,9.28
22Month,1.09,17.49,2.19,56.85,0.55,0,1.09,1.09,8.2,15.85,53.03,0,303.39,18.59,10.39,37.72,2.73,16.95,25.69,108.24,4.37,4.92,4.92,0,1.64,0,2.73,2.73,0.55,1.64,0.55,4.92,2.73,0,0,0,2.19,0,14.21
