stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,4.09,0,0,0,0,0,24.52,0,339.17,16.35,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,4.28,1.07,0,0,0,0,0,0,0,0,3.21,8.56,3.21,0,0,0,0,0,1.07,3.21,0,0,0,1.07,0,1.07,0,0,0,0,0
21Day,0,0,0,6.69,0,0,0,0,0,0,0,1.34,0,0,2.68,2.68,6.69,2.68,0,1.34,0,0,6.69,1.34,0,0,0,0,1.34,1.34,0,0,0,0,0
3Month,0,0.96,3.2,46.71,0.64,0,1.28,1.28,2.24,0.32,542.63,5.76,0.32,11.52,4.48,5.76,31.04,4.8,1.6,0.32,2.56,10.56,6.4,0.32,2.56,0.64,0,0,6.72,30.4,0.64,0,1.92,47.67,4.48
22Month,0.55,4.37,1.64,12.03,1.09,0,6.01,3.83,8.75,2.19,1675.5,33.89,0.55,9.84,2.19,2.19,54.12,7.11,0,22.96,2.73,0.55,5.47,0.55,1.64,3.28,0.55,0,3.28,12.03,0,1.09,0,0,2.19
