stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,73.56,147.11,0,0,4.09,0,0,16.35,0,0,4.09,0,12.26,49.04,28.6,514.89,0,0,0,0,28.6,1250.44,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,12.84,19.26,31.02,71.68,13.91,0,0,1.07,0,0,0,0,0,4.28,59.91,8.56,152.98,0,0,11.77,3.21,154.05,485.69,0,0,105.91,0,0,7.49,2.14,31.02,0,0,0
21Day,4.02,17.4,16.06,32.12,13.39,0,1.34,0,0,0,0,0,1.34,0,9.37,0,22.76,0,0,13.39,1.34,17.4,62.91,0,0,9.37,1.34,0,1.34,0,1.34,1.34,0,0
3Month,0,10.56,5.44,5.12,0,0,4.16,0.96,0,3.2,0.64,0,1.28,0.64,1.6,1.6,2.24,0,0,0,14.08,0.64,0.32,0.32,0,1.92,0.64,63.99,1.28,0,0.32,4.16,0.96,0.64
22Month,0.55,9.84,6.56,3.83,0,0,1.09,2.73,0,8.2,0,0,1.09,0,1.09,10.93,0.55,0.55,1.09,0,0,0,0,0.55,2.73,0,0,6.01,3.28,0,0,0,0,0
