stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,16.35,0,0,0,0,12.26,102.16,0,0,8.17,0,0,0,4.09,0,0,0
72hpf,2.14,3.21,0,4.28,3.21,1.07,0,0,0,0,0,0,0,0,0,2.14,6.42,1.07,5.35,0,1.07,0,0,10.7,16.05,0,0,21.4,0,0,7.49,0,0,0,0
21Day,5.35,4.02,0,13.39,2.68,2.68,0,2.68,0,0,0,0,0,12.05,2.68,4.02,6.69,22.76,22.76,0,0,6.69,0,8.03,4.02,0,0,8.03,0,0,2.68,1.34,0,0,2.68
3Month,0,2.88,0.64,14.72,0,0,0.32,0,2.56,6.4,0,34.23,5.44,0,12.48,1.6,7.68,18.56,10.56,1.28,0.32,2.24,1.6,0.32,0,0.96,0.32,0.32,2.56,7.04,0.32,0,2.24,5.76,1.92
22Month,0.55,8.2,0,6.56,0,0,0,0,2.19,6.56,2.73,56.31,2.19,1.09,14.76,0.55,1.64,15.85,12.57,0,2.19,2.19,0.55,0.55,0.55,0.55,0,0,0,0,0,0,1.09,0,2.73
