stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,32.69,12.26,0,0,0,0,4.09,0,0,0,0,0,20.43,44.95,183.89,0,4.09,0,49.04,1266.79,0,0,0,20.43,0,0,4.09,0,8.17,0,0,0
72hpf,14.98,3.21,0,11.77,2.14,2.14,0,0,0,0,1.07,0,0,0,7.49,21.4,0,48.14,0,3.21,1.07,226.8,193.63,0,0,0,33.16,0,0,12.84,0,4.28,0,0,1.07
21Day,12.05,1.34,0,12.05,1.34,2.68,2.68,0,0,0,1.34,1.34,4.02,0,0,2.68,0,41.49,0,0,2.68,37.48,34.8,0,1.34,0,17.4,1.34,1.34,4.02,1.34,0,0,0,0
3Month,0,0.32,0.32,9.92,0,0,0,0.32,0.64,0,8,0,0.64,1.28,1.28,3.52,1.6,3.52,0.96,0,0.64,0.32,0.96,0.32,0,0,0,0.32,18.24,0,0,0,1.28,3.2,0.64
22Month,0,4.92,1.09,13.12,0.55,0,0,1.09,3.28,0,63.96,2.73,5.47,7.65,0,2.19,7.65,32.25,2.19,2.73,1.09,1.09,1.09,2.73,2.73,0.55,1.09,0,6.56,1.64,0.55,0,1.09,0.55,0.55
