stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,224.75,0,0,0,0,0,0,0,0,0,0,0,0,12.26,16.35,12.26,57.21,0,0,0,0,8.17,314.65,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,40.65,7.49,3.21,0,0,0,0,0,0,0,0,0,0,8.56,172.24,0,35.3,0,2.14,0,0,11.77,31.02,0,0,0,29.95,1.07,0,16.05,1.07,0,0,0
21Day,6.69,0,0,61.57,1.34,8.03,0,2.68,0,0,0,0,0,0,0,0,2.68,4.02,0,32.12,0,0,5.35,0,4.02,4.02,0,1.34,0,12.05,1.34,0,1.34,2.68,0,0,1.34
3Month,0.32,4.8,0.64,80.95,1.28,0,0.64,1.28,0.64,0.32,2.24,0.64,5.44,2.88,0.64,3.84,5.76,55.35,5.12,54.71,8,0,3.52,0.32,1.92,2.24,2.88,0.96,0,0.32,0.96,10.56,1.28,0.96,2.56,6.72,9.6
22Month,0,3.28,0.55,24.05,1.64,0,1.64,0,0,0,3.83,5.47,6.56,1.09,0,1.09,1.09,16.95,10.39,51.93,3.83,0,1.64,0,1.09,1.64,2.73,1.09,1.64,0.55,0.55,22.41,1.64,0,0,0,1.64
