stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,6.42,0,2.14,0,0,0,0,4.28,9.63,0,0,0,2.14,0,0,4.28,0,0,0,0,0,0
21Day,1.34,2.68,10.71,46.85,2.68,5.35,0,5.35,1.34,1.34,0,4.02,0,20.08,10.71,2.68,76.3,16.06,30.79,0,0,1.34,0,9.37,1.34,0,0,0,6.69,2.68,0,6.69,0,1.34,0,0,0,16.06
3Month,0.96,16,24.32,263.64,0.64,0,7.36,5.44,143.98,30.4,0.64,233.88,54.39,18.56,496.56,16.96,38.07,137.9,41.59,3.52,0.32,53.11,14.08,9.6,0.64,18.56,0.64,0,1.28,9.28,0.64,157.74,0.32,0,0.96,21.76,103.66,128.3
22Month,1.64,39.36,21.87,139.4,0.55,0,3.83,5.47,82.54,42.64,17.49,338.93,27.33,40.45,561.41,6.56,14.76,138.85,31.16,1.09,13.67,25.69,1.64,6.01,3.28,21.32,3.28,4.37,1.64,3.28,0,132.84,1.64,1.09,0,10.39,0.55,63.41
