stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,32.69,0,0,0,0,4.09,200.23,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,5.35,0,0,0,0,0,0,0,0,1.07,0,4.28,10.7,1.07,10.7,0,0,1.07,0,70.61,26.74,0,2.14,6.42,0,0,1.07,0,2.14,0,0,0
21Day,5.35,1.34,0,18.74,0,0,2.68,0,0,0,0,0,1.34,0,1.34,4.02,1.34,17.4,0,0,4.02,0,14.72,13.39,0,0,4.02,1.34,0,1.34,0,1.34,0,0,0
3Month,0.32,3.52,0.64,55.67,0.96,0.64,0.32,7.36,7.68,0.64,97.9,7.68,3.84,35.51,7.04,15.68,13.12,22.08,3.2,0,4.16,4.48,3.52,1.92,4.16,2.56,0.64,3.52,42.55,0.96,0,1.28,3.52,5.76,8.32
22Month,0,7.11,3.28,26.24,0,1.64,2.19,4.92,14.76,9.84,193.52,6.56,8.75,42.09,0.55,6.56,13.12,31.71,1.64,5.47,2.73,0,4.37,0,4.37,3.83,0.55,1.64,7.65,1.09,1.64,0,1.09,0,3.28
