stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,8.17,0,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,2.14,0,3.21,0,0,0,0,5.35,0,0,0,2.14,0,0,0,0,0,0,0
21Day,1.34,1.34,0,9.37,1.34,0,1.34,0,0,4.02,1.34,1.34,0,4.02,0,1.34,5.35,4.02,14.72,0,0,1.34,0,14.72,2.68,0,1.34,6.69,1.34,0,2.68,0,0,0,1.34
3Month,0.32,18.24,2.24,104.62,0,6.72,0.96,0.64,13.12,246.68,0.64,26.56,50.55,5.12,63.67,4.8,24.64,35.83,27.2,5.12,0,8.96,1.92,2.88,1.28,4.16,0,1.28,3.84,14.08,1.28,1.28,12.48,4.48,22.4
22Month,0,18.59,8.2,22.41,0,1.64,0.55,0,7.65,91.29,4.92,30.61,13.67,4.92,60.13,0.55,4.92,27.88,12.03,0,2.19,2.19,0,1.09,0,1.64,1.64,0,0,9.29,1.64,0,2.19,0,2.19
