stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,32.69,0,0,0,0,12.26,0,0,0,0,12.26,4.09,24.52,0,0,4.09,196.15,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,1.07,0,0,0,0,1.07,5.35,0,2.14,0,0,20.33,12.84,0,0,0,2.14,0,1.07,0,0,0
21Day,0,0,0,4.02,13.39,6.69,0,0,0,0,0,0,2.68,0,2.68,2.68,0,1.34,0,9.37,0,1.34,0,0,1.34,0,0,0,0
3Month,0,0,0.32,0.32,0,0,0,0.32,0,11.52,0.32,2.24,0,0,0,0.32,0.64,0,0,0.32,0.32,0,2.24,0,0,0,0.32,1.28,0.32
22Month,0,0,0,0,0,0,0.55,0.55,0,33.35,0,0,0,0,0.55,0.55,3.83,0,0,0,0,0,0,0,0,0,0,0,0
