stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,12.26,0,0,0,0,8.17,98.07,0,0,0,0,0,0,0,0,0,4.09,0,0
72hpf,3.21,2.14,0,6.42,3.21,1.07,0,0,0,0,0,0,0,0,0,4.28,2.14,0,16.05,0,0,2.14,4.28,464.29,21.4,0,0,0,5.35,1.07,0,6.42,60.98,20.33,1.07,0,0
21Day,1.34,0,0,17.4,0,2.68,0,1.34,0,0,0,0,0,0,1.34,0,6.69,2.68,28.11,0,0,17.4,1.34,107.08,6.69,0,0,0,18.74,2.68,0,0,108.42,29.45,1.34,0,1.34
3Month,0,1.6,0.32,10.88,0,0,0,0,0.32,2.88,0,7.68,3.52,0.32,5.12,0.64,13.44,7.04,5.12,4.48,0,0.64,2.88,3.2,0.32,0.32,0,0,0.96,0,8.64,0,2.24,0,0,0.96,2.56
22Month,1.09,2.19,0.55,4.92,0,0,0.55,0,0,9.84,5.47,77.08,2.73,0.55,5.47,0,2.73,14.21,23.51,1.64,1.09,1.09,0,1.64,0,8.75,1.64,0.55,0.55,0.55,17.49,3.28,51.39,0,0,0.55,1.64
